battery_power_mAh,clock_speed,dual_sim,front_cam_mp,5G,int_memory_gb,thickness_cm,weight_grams,n_cores,back_cam_mp,ram_mb,screen_height_cm,screen_width_cm,talk_time_hrs,condition,price
917,0.5,no,1,1,31,0.5,88,6,2,3424,19,2,13,like_new,399
591,0.7,no,1,0,21,0.1,185,6,7,2220,11,10,13,excellent,289
1452,0.5,yes,1,1,25,0.9,123,6,11,2669,12,10,13,good,223
1273,0.7,no,1,0,23,0.6,178,6,14,558,8,5,13,parts_only,35
675,2.4,no,1,0,42,0.6,187,7,2,2953,9,5,13,excellent,299
1055,3,yes,1,0,56,0.6,111,7,8,1532,5,0,13,fair,149
1900,2.3,no,1,1,18,0.2,89,7,9,2871,12,1,13,like_new,453
1462,1.7,yes,1,0,25,0.2,182,7,18,824,15,5,13,fair,49
583,0.5,yes,1,1,62,0.8,84,8,6,886,13,2,13,fair,65
1780,1.5,yes,2,0,30,0.2,82,1,8,1066,13,6,13,good,149
1619,1.9,no,2,1,21,0.4,138,1,9,1641,7,2,13,good,149
1807,2.1,no,2,0,49,0.8,125,1,10,1906,17,13,13,excellent,299
1726,0.9,yes,2,0,51,0.6,193,4,3,2239,13,9,13,good,263
1831,1.4,yes,2,0,43,0.9,150,5,5,3834,17,7,13,like_new,409
835,0.8,yes,2,1,42,0.8,128,5,18,2583,15,2,13,excellent,289
1270,0.6,yes,2,1,32,0.5,101,7,6,3770,5,3,13,like_new,409
885,0.5,yes,2,0,3,0.5,163,7,8,2887,5,1,13,excellent,309
1631,0.9,yes,2,1,3,0.1,198,7,12,301,13,5,13,parts_only,35
808,2.3,no,3,0,45,0.8,161,1,9,3431,15,6,13,like_new,453
1376,2.8,no,3,1,38,0.1,195,2,4,3628,13,2,13,like_new,399
642,2.8,no,3,0,34,0.8,197,2,15,3355,12,5,13,excellent,282
864,1.7,no,3,1,35,0.3,103,3,7,1904,12,8,13,good,162
1249,0.5,no,3,1,55,0.8,140,3,8,531,18,10,13,fair,57
1354,0.7,yes,3,1,26,0.5,136,4,6,2090,5,1,13,good,149
1194,2.2,yes,3,0,3,0.2,90,5,8,2872,6,5,13,excellent,299
896,0.8,no,3,0,29,0.5,91,6,10,1650,16,6,13,good,132
857,2,yes,3,0,17,0.2,195,7,9,3100,17,5,13,excellent,299
1742,1.4,yes,3,1,20,0.1,134,8,6,1828,18,7,13,good,149
1126,0.7,no,3,0,49,0.9,165,8,17,3739,14,1,13,excellent,339
527,0.7,yes,4,0,53,0.9,128,1,11,1302,13,7,13,parts_only,35
713,1.4,yes,4,0,53,0.8,98,1,17,1462,19,18,13,parts_only,35
1976,0.7,yes,4,0,32,0.8,171,2,7,3699,17,11,13,like_new,409
1595,1.1,no,4,1,31,0.1,101,3,7,2875,16,13,13,like_new,409
1715,1.9,no,4,1,3,0.1,171,5,6,514,7,4,13,parts_only,49
1057,2.1,no,4,0,5,0.5,154,5,13,3705,6,4,13,like_new,399
1787,1.1,no,4,0,11,0.4,103,7,9,541,14,11,13,like_new,409
1715,1,yes,4,1,31,0.5,83,8,17,625,17,6,13,parts_only,35
804,1.5,no,5,1,12,1,183,1,10,2310,10,8,13,good,149
1181,1.6,yes,5,1,32,0.2,181,1,16,1435,11,10,13,good,159
1414,1.5,yes,5,0,44,0.5,180,2,6,3490,16,12,13,like_new,409
1312,1.3,no,5,1,10,0.6,163,2,9,3941,6,2,13,like_new,409
581,0.6,no,5,1,56,0.2,180,2,10,354,10,4,13,fair,69
1863,1,yes,5,1,16,0.4,113,2,19,990,6,5,13,parts_only,35
623,0.5,yes,5,1,29,0.9,134,3,10,717,12,5,13,parts_only,35
894,0.9,no,5,1,54,0.2,130,3,15,2829,11,5,13,good,263
972,0.5,yes,5,0,13,0.4,193,5,8,1615,11,6,13,good,149
1232,0.9,no,5,0,58,1,142,6,6,2334,14,8,13,good,263
1628,0.5,no,5,1,33,0.9,101,6,8,3361,16,10,13,excellent,309
1564,1.4,no,5,1,26,0.1,129,6,16,3742,13,3,13,like_new,409
1944,0.5,no,5,1,36,0.1,197,6,18,584,17,14,13,good,149
1520,2.2,no,5,1,33,0.5,177,8,18,3826,14,9,13,like_new,453
652,0.5,no,6,0,3,0.6,193,1,8,2807,19,17,13,good,223
1072,0.5,yes,6,1,4,0.5,92,1,12,2878,7,5,13,excellent,309
1392,0.5,yes,6,0,63,0.5,181,2,9,3850,12,8,13,like_new,409
914,1.7,yes,6,0,36,1,128,2,13,786,19,8,13,fair,47
1248,2.4,no,6,1,9,0.4,89,3,8,2454,9,8,13,excellent,299
1620,2.6,yes,6,0,5,0.9,186,6,18,1086,18,14,13,good,149
1156,0.5,no,6,0,61,0.1,89,7,9,1796,16,6,13,good,149
1036,1.4,yes,6,1,37,0.5,184,7,10,3864,5,2,13,like_new,409
1975,1.5,no,6,1,16,0.9,128,8,11,2998,5,4,13,excellent,289
645,1.2,no,6,1,41,0.7,184,8,17,714,18,2,13,fair,75
1180,3,no,7,1,43,0.8,102,1,16,3510,9,5,13,like_new,498
1596,2.9,yes,7,0,7,0.7,149,2,9,2493,14,12,13,excellent,299
1986,0.5,no,7,0,51,0.4,95,3,9,3165,5,0,13,excellent,309
1576,2.6,no,7,0,58,0.2,90,3,16,336,14,8,13,fair,99
1504,1.9,yes,7,1,25,0.3,152,4,9,1788,13,11,13,good,149
1620,2,yes,7,1,11,0.5,191,4,11,1732,13,2,13,good,149
1445,2.4,yes,7,1,20,0.4,173,7,15,1441,7,4,13,good,162
1009,2.8,yes,7,1,2,0.6,115,7,15,2286,19,8,13,excellent,282
1315,2.6,no,7,0,64,0.8,128,7,16,3278,6,3,13,excellent,282
1169,1.4,yes,7,1,51,0.1,177,7,19,329,14,6,13,excellent,339
1954,0.6,yes,8,0,7,0.9,126,3,9,3438,17,12,13,excellent,339
1614,1.9,no,8,1,55,0.3,188,3,17,3914,17,13,13,like_new,399
942,1.4,yes,8,0,27,0.5,91,4,9,587,6,3,13,fair,75
782,1.8,yes,8,0,20,0.6,109,5,19,655,17,4,13,fair,83
946,1.7,yes,8,1,25,0.8,143,6,15,2177,7,5,13,excellent,289
819,0.6,yes,8,1,42,0.9,188,6,20,1814,5,4,13,fair,132
1093,2.7,no,8,0,63,0.5,138,8,9,3556,13,2,13,like_new,399
513,1.9,no,8,0,27,0.4,174,8,13,3400,16,6,13,excellent,299
1224,1.6,no,9,0,33,1,157,1,18,3796,10,5,13,like_new,409
743,0.5,no,9,1,53,0.3,149,2,10,2938,9,3,13,excellent,289
1129,0.8,yes,9,1,21,0.6,116,2,10,1400,11,0,13,fair,149
915,0.5,yes,9,1,33,0.3,199,2,16,2156,7,3,13,fair,149
1324,1.7,yes,9,0,46,0.1,107,2,19,1424,16,7,13,parts_only,49
1856,1.9,yes,9,1,15,0.5,160,3,14,1514,7,1,13,fair,83
1812,0.9,yes,9,0,44,0.2,197,3,16,3814,9,6,13,like_new,409
1928,1.8,no,9,1,19,1,187,3,20,3777,7,2,13,like_new,409
1122,1.2,no,9,0,2,0.6,120,4,14,3291,11,2,13,excellent,289
971,2.1,no,9,0,7,0.3,143,4,17,811,18,2,13,fair,85
950,0.5,no,9,0,55,0.1,156,5,10,1095,14,12,13,fair,69
1049,2.2,no,9,0,63,0.5,135,5,17,1022,11,3,13,parts_only,49
583,0.5,no,9,1,33,0.9,136,5,18,3236,12,9,13,excellent,309
648,0.5,yes,9,1,54,0.4,109,5,20,3124,5,0,13,excellent,309
790,1,yes,9,1,45,0.1,200,6,20,3184,17,5,13,good,263
1456,1.6,yes,9,1,39,0.1,80,8,10,3998,6,3,13,like_new,409
1347,1.5,yes,10,0,56,0.3,95,1,19,2456,13,0,13,excellent,289
1108,2.9,no,10,0,52,0.1,183,2,12,3264,16,1,13,like_new,498
1936,2.1,yes,10,1,46,0.6,104,3,20,2552,14,7,13,excellent,279
645,2.5,no,10,1,63,1,174,4,14,3615,18,8,13,excellent,279
992,1.6,yes,10,0,27,0.3,162,4,14,3894,15,9,13,like_new,397
675,2.3,no,10,0,60,0.9,144,5,15,1735,7,0,13,fair,49
1089,1.4,yes,10,0,2,0.1,153,7,20,2620,7,5,13,excellent,279
1067,1.8,yes,11,0,14,0.2,146,1,15,966,5,0,13,fair,49
1517,2.2,yes,11,0,19,0.3,179,2,16,1972,11,0,13,good,149
1876,2.4,no,11,0,22,0.7,168,2,18,1403,15,11,13,fair,149
1930,2,no,11,0,16,0.8,186,8,12,1783,17,3,13,excellent,279
1763,0.5,yes,12,0,10,0.2,184,3,19,792,17,12,13,parts_only,35
1189,2.3,no,13,0,8,0.5,198,3,14,893,9,6,13,fair,92
616,1.9,yes,13,1,44,0.8,81,3,17,3366,18,8,13,like_new,409
1981,1.9,yes,13,0,45,0.3,175,6,18,1380,10,1,13,good,162
984,0.5,no,13,1,42,0.8,98,7,17,898,16,8,13,fair,65
1273,2,no,15,1,7,0.9,143,1,16,1743,12,7,13,good,162
1933,1.2,no,16,1,55,0.2,166,5,20,648,10,7,13,fair,75
1773,2.5,no,16,1,32,0.6,170,6,18,3566,17,6,13,like_new,399
1659,2.7,no,18,0,64,0.7,83,2,19,1778,10,9,13,good,149
1487,0.6,no,18,1,6,0.8,191,4,19,3259,11,9,13,good,259
1744,2.8,no,0,1,62,0.7,158,1,0,345,10,6,14,parts_only,57
1598,1.7,yes,0,0,57,0.9,89,1,1,1663,14,9,14,good,149
1421,2.8,no,0,1,57,0.4,165,1,2,2775,13,8,14,like_new,399
1414,0.5,no,0,1,15,0.8,168,2,0,1069,18,6,14,sw_errors,35
1312,0.5,yes,0,1,28,0.8,163,2,0,1087,17,16,14,fair,109
656,2.7,yes,0,1,48,0.2,164,2,0,1132,5,0,14,fair,57
669,0.5,yes,0,0,46,0.7,144,2,0,2981,17,7,14,good,223
1211,1.2,no,0,0,28,0.3,130,2,3,2750,6,1,14,excellent,289
1117,0.6,yes,0,0,31,0.2,146,2,7,2003,8,7,14,excellent,289
1778,0.5,no,0,0,15,0.5,102,3,0,1214,5,0,14,fair,109
1489,2.1,yes,0,0,9,0.4,169,3,1,1663,9,3,14,good,149
1813,0.6,yes,0,1,5,0.2,198,3,8,759,9,3,14,fair,69
1303,1,yes,0,1,15,0.1,138,3,10,2574,12,4,14,excellent,289
1261,0.5,yes,0,1,11,0.2,90,4,0,348,14,9,14,parts_only,32
1938,2.9,no,0,1,37,1,94,4,1,3881,5,1,14,like_new,498
1945,1.6,yes,0,1,57,0.3,195,4,1,732,14,1,14,good,159
1277,3,no,0,1,41,0.3,200,4,3,429,9,4,14,fair,99
672,0.5,yes,0,0,54,0.9,95,4,11,667,17,8,14,fair,35
916,2.6,no,0,0,36,0.3,195,4,12,1470,13,0,14,fair,99
657,1.6,yes,0,0,35,0.6,143,5,14,3617,17,14,14,like_new,397
1142,1.2,no,0,0,2,0.6,114,6,0,1747,7,0,14,fair,149
1770,2.3,no,0,0,9,0.6,183,6,5,3785,13,10,14,like_new,399
1830,0.5,no,0,0,7,0.9,191,6,12,2334,8,7,14,excellent,289
1979,1.6,yes,0,0,32,0.2,165,7,1,452,13,6,14,fair,83
1320,2.1,yes,0,1,41,0.6,144,7,2,542,11,1,14,fair,85
979,0.5,yes,0,1,5,0.5,164,7,2,3449,5,2,14,excellent,309
1976,2.8,no,0,0,4,0.8,93,8,1,804,5,1,14,fair,99
1988,0.5,no,0,1,16,0.1,94,8,1,3144,16,2,14,excellent,309
1161,1.3,yes,0,1,21,0.6,126,8,12,3336,6,4,14,excellent,339
1330,1.8,yes,1,0,40,0.5,177,1,5,2678,9,4,14,excellent,299
1184,1.5,yes,1,1,48,0.6,191,1,6,3315,17,7,14,like_new,409
1185,1.4,no,1,1,8,0.5,80,1,12,1223,5,0,14,parts_only,35
564,3,yes,1,0,8,0.7,130,2,3,2227,9,2,14,good,149
1926,1.7,yes,1,1,33,0.4,172,3,2,2488,6,1,14,excellent,279
1550,2,no,1,1,29,0.6,171,5,2,3465,10,1,14,like_new,409
832,0.5,yes,1,1,5,0.1,165,5,2,3946,12,5,14,like_new,409
508,1.3,no,1,0,50,0.7,82,5,9,2175,14,4,14,good,139
1695,2.3,yes,1,0,34,0.4,84,5,10,3296,17,6,14,like_new,399
588,2.9,yes,1,0,40,0.3,116,6,5,2780,5,2,14,like_new,498
1654,1.8,no,1,0,11,0.3,146,7,2,1070,8,1,14,good,162
843,1.3,yes,1,0,16,0.9,119,7,4,1734,17,8,14,good,139
918,0.9,yes,1,0,8,0.1,123,7,5,1652,17,4,14,fair,149
812,0.5,yes,1,1,17,0.6,182,7,11,3248,13,10,14,excellent,309
1289,1.8,no,1,0,64,0.6,125,7,14,2782,9,3,14,excellent,279
1744,1,no,1,1,20,0.5,112,8,3,1205,18,7,14,fair,132
1844,2.3,yes,1,0,51,0.7,158,8,3,1724,5,1,14,good,162
816,3,yes,2,0,9,0.1,117,1,3,3851,10,3,14,like_new,399
774,0.6,yes,2,1,8,0.4,136,1,4,2614,7,0,14,excellent,289
1391,1.4,no,2,1,36,0.8,182,1,6,3139,14,7,14,excellent,289
1660,0.6,no,2,1,24,0.8,169,2,3,2402,12,10,14,excellent,289
894,0.5,yes,2,0,27,0.3,192,2,6,3454,9,4,14,like_new,399
1494,1.9,no,2,1,47,0.4,129,2,9,3202,13,1,14,like_new,399
926,1.7,no,2,0,12,0.8,179,2,9,2244,14,8,14,good,149
1224,1.8,yes,2,1,44,0.2,139,2,9,621,11,4,14,fair,83
553,0.5,yes,2,1,23,0.5,119,3,3,2981,7,3,14,good,223
627,1.8,no,2,0,20,0.8,142,3,8,896,17,6,14,fair,49
590,2.3,yes,2,0,30,0.3,178,3,14,1188,18,11,14,fair,49
1589,2.2,yes,2,0,58,0.1,128,4,4,3961,16,14,14,like_new,399
837,1.1,yes,2,0,27,0.5,167,4,9,2388,5,0,14,excellent,289
1982,1.6,no,2,1,12,0.2,80,5,20,1824,13,3,14,good,159
1550,2.7,no,2,0,32,0.1,126,7,5,1571,12,3,14,excellent,282
570,0.5,yes,2,0,9,0.3,111,7,5,3663,14,10,14,excellent,339
1201,0.5,no,2,0,10,1,99,7,7,495,15,6,14,fair,57
1373,1,yes,2,0,50,0.2,127,7,12,3800,8,3,14,excellent,339
1528,2.4,no,2,0,37,0.2,156,8,3,733,15,0,14,fair,99
1021,0.9,yes,2,1,9,0.5,184,8,4,773,13,2,14,fair,75
659,1.4,yes,2,1,3,0.1,85,8,6,967,10,1,14,parts_only,35
1472,0.5,no,3,1,53,0.7,103,1,4,2001,14,0,14,good,149
1775,1.5,no,3,0,41,0.1,163,1,7,2343,19,13,14,like_new,409
915,1.3,no,3,0,10,0.1,188,2,5,423,13,3,14,like_new,409
609,0.5,no,3,0,26,0.3,93,4,4,1866,11,10,14,good,149
1205,0.5,yes,3,0,12,0.6,175,4,6,860,14,1,14,parts_only,35
1096,1.2,yes,3,0,40,0.6,113,4,13,2931,10,8,14,excellent,339
900,2.8,no,3,0,56,0.9,112,4,18,2281,8,2,14,good,179
1076,2.5,no,3,0,14,0.2,105,5,4,2043,7,5,14,good,149
1251,3,yes,3,1,54,0.8,83,5,4,3863,6,1,14,like_new,498
1657,2.4,no,3,0,42,0.1,198,5,16,2597,18,1,14,like_new,399
1851,1.9,yes,3,1,12,0.9,198,6,11,735,7,6,14,fair,49
1665,0.5,no,3,1,60,0.2,194,6,18,1601,18,17,14,good,209
1629,2.3,no,4,0,48,0.4,121,1,8,2532,5,4,14,like_new,399
587,2.3,yes,4,0,6,0.7,170,1,16,2777,9,2,14,excellent,299
761,0.5,no,4,1,5,0.8,181,1,17,3111,5,3,14,excellent,309
626,1.9,no,4,0,8,0.2,185,2,6,2589,15,10,14,excellent,299
1165,0.9,no,4,0,40,0.9,150,2,11,3128,13,0,14,good,263
1091,1.8,yes,4,0,8,0.5,100,3,8,3626,5,0,14,like_new,409
842,1.8,yes,4,0,57,1,124,3,10,1903,8,4,14,good,162
1591,2.2,yes,4,1,52,1,161,3,16,282,10,9,14,fair,92
1881,2.2,no,4,0,51,0.3,158,5,7,1229,12,0,14,good,149
1835,2.3,no,4,1,11,0.1,193,7,13,448,18,17,14,fair,49
797,1.5,yes,4,0,18,0.6,81,8,20,2052,9,3,14,good,159
793,1,yes,5,1,30,0.9,133,2,15,2332,17,13,14,excellent,289
1656,1,no,5,1,34,0.1,166,3,7,1629,15,12,14,good,149
798,2.4,no,5,0,4,0.2,96,3,9,2965,15,7,14,excellent,299
1190,0.8,no,5,0,61,0.6,145,3,16,305,7,0,14,like_new,409
1346,2.6,yes,5,0,31,0.3,140,4,11,1287,10,6,14,fair,55
865,2.9,no,5,0,16,0.1,89,4,12,3494,13,3,14,like_new,399
1153,0.5,yes,5,0,14,0.2,135,5,6,263,19,10,14,parts_only,29
1366,1.7,yes,5,1,53,0.2,161,5,9,3869,17,5,14,like_new,397
628,1.8,no,5,0,60,0.2,87,6,6,1337,12,7,14,good,162
1352,2.4,no,5,1,6,0.9,92,6,9,1309,12,1,14,fair,149
1698,2.1,no,5,1,18,0.9,160,6,20,796,13,3,14,fair,49
1794,0.5,yes,5,1,55,0.5,86,7,7,402,14,7,14,parts_only,32
511,3,yes,5,1,34,0.9,125,8,13,3265,14,7,14,excellent,289
1470,1.7,yes,6,0,45,0.1,121,1,9,3259,10,1,14,like_new,397
1273,0.5,yes,6,1,47,0.2,98,1,12,303,11,2,14,fair,29
1607,1.1,yes,6,1,20,1,192,2,8,885,11,1,14,fair,75
1487,0.5,no,6,1,57,0.7,84,3,12,2563,18,4,14,good,223
1025,1.6,yes,6,1,43,0.7,122,3,16,557,15,10,14,fair,83
732,0.5,no,6,0,60,0.1,92,4,9,3065,19,12,14,excellent,289
1780,0.5,no,6,0,27,0.1,190,4,11,2776,19,17,14,like_new,399
1786,2.6,no,6,0,14,1,115,4,15,3038,18,0,14,like_new,399
1236,2.8,no,6,1,32,0.3,143,4,18,942,16,12,14,fair,99
1887,1.7,no,6,1,41,0.9,81,8,15,1664,19,14,14,fair,149
851,2.3,yes,7,1,54,1,101,2,9,1005,12,2,14,fair,49
1021,1.3,no,7,0,9,0.7,192,2,12,1355,6,1,14,fair,149
502,1.5,yes,7,0,37,0.2,199,2,12,1649,6,1,14,fair,149
1762,0.7,no,7,0,60,0.1,157,4,10,1380,14,5,14,fair,132
1053,2.9,no,7,0,42,0.9,126,6,17,1339,17,0,14,fair,57
1027,0.8,no,7,0,18,1,146,7,11,1234,7,4,14,parts_only,35
1977,2,yes,7,1,54,1,171,7,18,1971,18,7,14,excellent,299
1221,2.3,no,7,1,35,0.4,152,7,19,2638,19,16,14,excellent,299
1347,0.9,yes,8,1,53,0.8,108,6,15,3836,15,3,14,excellent,339
1250,1.4,no,8,0,44,0.2,182,7,20,1882,14,1,14,fair,149
1941,2.3,yes,9,0,42,0.7,108,4,12,763,13,3,14,fair,92
1197,0.5,yes,9,0,20,0.1,129,5,10,2885,19,7,14,excellent,289
987,2.3,no,9,0,17,0.8,124,7,17,3885,11,0,14,like_new,453
1272,0.5,no,9,1,54,0.6,133,8,11,3181,10,6,14,excellent,309
1368,0.5,no,10,1,42,0.2,91,1,20,1590,12,0,14,fair,114
1813,1.8,yes,10,1,28,0.5,159,2,14,981,15,14,14,fair,49
1193,3,no,10,0,56,0.4,196,3,17,2394,19,11,14,excellent,299
1981,1.6,yes,10,0,34,0.1,117,5,20,3764,11,4,14,like_new,397
1054,1.1,yes,10,1,38,0.4,136,6,12,1675,18,4,14,good,149
848,2.1,yes,10,1,19,0.8,148,7,18,3359,10,0,14,excellent,279
1320,0.5,yes,11,1,6,0.2,164,1,14,1626,11,9,14,good,114
825,1.5,no,11,0,38,0.4,94,3,18,716,11,4,14,fair,75
1770,2.6,no,12,0,26,0.5,80,1,17,1651,18,6,14,parts_only,55
1271,0.5,no,12,0,32,0.1,113,7,15,445,15,14,14,parts_only,32
876,2.7,no,12,1,41,0.3,92,7,16,3334,16,3,14,like_new,399
1890,2.1,yes,13,1,17,0.5,127,4,17,2585,5,2,14,excellent,299
817,1,yes,13,1,40,0.8,140,4,17,436,19,6,14,parts_only,35
962,1,yes,14,0,2,0.9,125,1,20,1491,16,2,14,fair,132
1985,0.5,yes,14,1,26,1,163,2,17,2083,13,3,14,excellent,289
787,0.5,no,15,0,11,0.6,93,1,16,2934,8,6,14,good,223
583,1.1,yes,15,0,24,0.4,168,2,19,3260,14,6,14,excellent,289
1899,0.8,yes,15,0,14,0.4,191,4,16,1677,5,1,14,good,132
1937,1.7,no,17,0,58,0.6,189,1,19,3321,5,4,14,like_new,409
842,2.7,yes,18,0,31,0.4,161,1,20,496,14,1,14,fair,99
1658,1.4,no,0,1,39,0.7,182,1,5,3483,10,1,15,excellent,339
1519,2.1,no,0,0,32,0.7,200,1,10,2912,11,10,15,excellent,299
1667,1,yes,0,1,21,0.9,138,2,0,635,17,7,15,fair,35
1156,1.2,yes,0,1,50,0.8,159,2,0,470,7,0,15,fair,75
1163,2.1,yes,0,1,19,0.9,132,2,1,2940,13,0,15,excellent,279
564,1.8,yes,0,1,51,0.5,168,3,1,1074,14,8,15,fair,83
541,1,no,0,1,10,0.4,127,4,0,1019,19,9,15,fair,149
1632,1.4,no,0,0,41,0.1,132,4,1,2614,5,4,15,excellent,279
1162,1,no,0,0,50,0.5,104,4,10,1404,10,3,15,fair,149
1663,0.5,no,0,0,40,0.6,147,4,15,1336,8,5,15,fair,109
1225,2.4,no,0,0,15,0.1,155,5,0,1970,16,8,15,good,162
665,0.7,no,0,1,31,0.1,185,5,2,690,5,2,15,fair,35
543,0.5,no,0,0,57,0.7,192,5,4,2413,17,14,15,fair,132
902,0.6,yes,0,0,63,0.7,122,5,14,3654,18,8,15,like_new,409
1337,2.4,yes,0,0,48,0.9,107,6,2,3213,10,5,15,excellent,279
1370,0.6,yes,0,1,56,0.5,124,6,3,974,5,4,15,fair,132
1290,0.5,no,0,0,3,0.1,143,6,4,1214,9,8,15,good,149
1225,0.7,yes,0,1,2,0.6,138,7,1,2675,12,11,15,excellent,289
1396,2.4,yes,0,0,46,0.1,138,7,1,2389,7,3,15,excellent,279
1247,0.5,no,0,0,28,0.4,191,7,5,3268,16,3,15,like_new,399
720,1.4,yes,0,1,61,0.6,96,7,8,2799,5,3,15,excellent,339
1700,1.9,no,0,1,54,0.5,170,7,17,2121,14,8,15,good,162
1143,2.9,no,0,0,64,1,143,8,0,2080,16,5,15,good,189
819,2.5,yes,0,1,11,0.2,83,8,1,1094,10,5,15,parts_only,55
1341,2.1,yes,0,0,36,0.4,107,8,1,2200,18,14,15,good,162
644,2.7,no,0,0,22,0.7,157,8,3,1262,12,1,15,fair,57
1651,0.5,no,1,1,57,0.2,193,1,6,3421,9,0,15,like_new,399
516,0.7,yes,1,0,30,0.9,138,1,12,3731,17,13,15,good,259
1430,0.5,yes,1,0,27,0.5,183,1,16,2832,7,1,15,excellent,289
1709,2.1,no,1,0,13,1,156,2,2,3283,17,1,15,like_new,399
1379,1.1,yes,1,1,18,0.2,129,2,16,2358,10,5,15,excellent,289
1158,0.7,yes,1,1,29,0.7,123,2,20,1542,17,9,15,good,132
1160,1.1,no,1,1,63,0.7,166,3,2,595,18,4,15,parts_only,35
1191,1.7,no,1,0,7,0.4,102,3,2,2734,18,5,15,good,162
1380,2.1,yes,1,1,4,0.8,92,3,13,797,13,2,15,fair,85
1981,2.5,yes,1,0,36,0.3,94,4,2,395,9,7,15,fair,99
1997,1.8,yes,1,0,40,0.5,185,4,8,1655,7,6,15,excellent,279
1363,2.6,yes,1,1,39,0.2,129,5,2,267,6,1,15,fair,99
848,2.8,no,1,0,8,0.1,103,7,3,436,10,6,15,fair,99
1962,0.7,yes,1,1,18,0.9,159,7,6,2026,10,3,15,good,259
1849,0.5,no,1,0,29,0.5,181,7,12,3330,14,4,15,excellent,309
1220,2.8,no,1,0,54,0.7,109,7,20,1037,6,4,15,fair,57
965,1.4,no,1,0,13,0.9,197,8,2,2343,17,12,15,excellent,279
875,0.7,yes,1,0,30,0.7,146,8,8,702,19,15,15,fair,75
618,2.1,no,2,0,6,0.3,86,1,4,1051,13,10,15,fair,49
1231,0.7,yes,2,0,7,0.9,113,1,7,3119,9,4,15,like_new,409
1375,0.5,yes,2,1,35,0.1,194,2,3,1947,15,13,15,good,149
1231,1.7,yes,2,1,37,0.2,194,2,3,3902,19,12,15,excellent,397
1607,0.5,yes,2,1,29,0.7,105,2,9,3469,10,1,15,excellent,309
1547,3,yes,2,1,14,0.7,198,3,19,2059,5,0,15,excellent,289
553,0.5,yes,2,1,8,0.5,153,4,3,1042,15,11,15,parts_only,35
937,1.5,no,2,1,44,0.8,133,4,6,493,9,7,15,fair,47
835,1.1,yes,2,0,7,0.2,101,4,7,1181,13,5,15,fair,75
1229,0.5,no,2,0,42,0.1,197,5,5,1712,11,9,15,good,149
1444,0.6,no,2,0,48,0.5,82,5,17,2540,17,2,15,like_new,409
1413,1.7,no,2,0,10,0.2,200,6,6,2867,5,4,15,excellent,299
1807,0.5,yes,2,1,61,0.1,134,6,6,3726,8,5,15,excellent,339
1715,2.5,yes,2,1,30,0.9,134,7,3,768,19,9,15,fair,55
1088,3,yes,2,1,52,0.3,164,7,4,1447,19,16,15,fair,99
1712,0.9,yes,2,0,23,1,155,7,19,1422,5,0,15,fair,149
1110,1.5,no,2,1,12,0.3,153,8,5,624,9,7,15,parts_only,47
1184,2.1,no,2,1,33,0.5,199,8,5,2828,6,4,15,excellent,299
1009,1,yes,2,0,2,0.6,102,8,14,1716,7,5,15,fair,132
1569,0.5,yes,3,0,33,0.2,147,1,13,3538,18,1,15,excellent,339
1514,1.4,no,3,1,12,0.6,138,3,4,1037,15,3,15,parts_only,35
1923,1.3,no,3,0,24,1,86,4,4,2479,9,2,15,excellent,289
1220,2.9,no,3,0,62,0.5,125,4,8,2589,19,11,15,excellent,299
1986,2.7,yes,3,1,64,0.2,162,4,20,1377,5,3,15,good,179
1166,2,no,3,1,25,0.8,198,5,4,2488,13,5,15,excellent,279
1240,1.4,no,3,1,9,0.9,93,5,7,3959,14,9,15,excellent,339
730,0.5,yes,3,1,27,0.1,112,5,10,3623,9,4,15,excellent,289
1647,1.4,yes,3,1,38,0.3,102,6,15,2532,16,14,15,excellent,279
1792,1,no,3,1,62,0.3,170,7,8,2563,18,14,15,excellent,339
902,0.7,no,3,0,3,0.3,134,7,9,3411,12,11,15,excellent,339
563,2,yes,3,0,47,0.3,115,7,12,3012,14,4,15,excellent,279
1546,2.7,no,3,0,55,0.2,115,7,14,3371,16,7,15,like_new,399
1438,1.8,no,3,0,16,0.6,169,8,7,2246,14,11,15,excellent,279
717,0.5,yes,4,0,10,0.6,198,1,5,688,10,7,15,fair,65
1597,0.9,no,4,1,4,0.5,85,1,19,2130,8,3,15,excellent,289
1887,2.3,yes,4,0,35,0.9,115,2,7,3203,7,5,15,excellent,279
504,0.9,yes,4,0,63,1,169,2,16,3455,17,15,15,good,263
987,1.9,no,4,1,52,0.5,83,3,8,2757,17,12,15,excellent,299
1945,1.6,no,4,0,21,0.7,113,3,10,3015,6,1,15,excellent,397
816,0.5,no,4,0,14,0.9,198,3,13,1018,17,10,15,sw_errors,35
1890,1.1,no,4,1,48,0.5,127,4,5,2392,10,4,15,excellent,339
1215,1,no,4,0,16,0.1,130,4,8,2632,7,1,15,good,263
691,2.7,yes,4,1,33,0.9,108,4,8,424,5,3,15,fair,99
767,1.5,no,4,0,28,0.7,175,4,10,527,10,0,15,fair,75
1753,0.7,no,4,0,40,0.6,191,4,11,1112,8,2,15,good,149
1413,0.5,yes,4,1,45,0.4,104,5,6,2973,17,8,15,excellent,309
1549,0.5,no,4,0,8,0.4,158,5,7,1998,12,7,15,excellent,289
1899,0.5,no,4,1,28,0.1,95,5,7,499,5,3,15,parts_only,35
