Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AddressChange_Claim,NumberOfCars,BasePolicy,VehiclePrice,PastNumberOfClaims,FraudFound_P
Sep,1,Monday,Toyota,Urban,Wednesday,Sep,2,Male,Married,57,Policy Holder,Sport,1488,14,400,2,more than 7,51 to 65,No,No,no change,1,Liability,35700,1,0
Sep,1,Monday,Pontiac,Urban,Thursday,Sep,2,Male,Married,38,Policy Holder,Sedan,1489,15,700,1,7 years,36 to 40,No,No,no change,1,All Perils,23568,1,0
Aug,4,Friday,Mazda,Urban,Wednesday,Aug,5,Male,Married,30,Policy Holder,Utility,1490,10,400,4,6 years,31 to 35,No,No,no change,1,All Perils,95447,4,0
Jul,3,Tuesday,Mazda,Urban,Thursday,Jul,4,Female,Married,38,Policy Holder,Sport,1491,2,400,1,5 years,36 to 40,No,No,no change,1,Liability,20228,4,0
Jul,3,Friday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,54,Policy Holder,Sport,1492,1,400,3,more than 7,41 to 50,No,No,4 to 8 years,2,Liability,21648,6,0
Nov,2,Wednesday,Toyota,Urban,Monday,Nov,2,Male,Married,52,Third Party,Sedan,1493,11,400,4,5 years,41 to 50,No,No,no change,1,All Perils,15578,1,0
Aug,1,Tuesday,Toyota,Urban,Thursday,Aug,1,Female,Single,26,Policy Holder,Sedan,1494,15,400,1,5 years,31 to 35,No,No,no change,1,Collision,26279,0,0
Jul,3,Monday,Honda,Urban,Monday,Jul,3,Male,Married,39,Policy Holder,Sport,1495,4,400,3,7 years,36 to 40,No,No,no change,1,Liability,22798,2,0
Jun,3,Wednesday,Chevrolet,Urban,Tuesday,Jun,3,Male,Married,69,Policy Holder,Sedan,1496,2,400,2,more than 7,over 65,No,No,no change,1,Collision,36172,0,0
May,3,Wednesday,Toyota,Urban,Thursday,May,3,Male,Single,35,Policy Holder,Sport,1497,8,400,4,7 years,31 to 35,No,No,no change,1,Liability,34370,7,0
May,2,Friday,Chevrolet,Urban,Friday,May,2,Male,Married,47,Policy Holder,Sport,1498,14,400,2,more than 7,41 to 50,No,No,no change,1,Liability,88204,6,0
Apr,4,Friday,Pontiac,Urban,Monday,May,3,Male,Married,55,Policy Holder,Sedan,1499,12,400,2,more than 7,41 to 50,No,No,no change,1,All Perils,29329,2,0
Mar,4,Saturday,Mazda,Urban,Monday,Mar,4,Male,Married,26,Policy Holder,Sport,1500,10,400,2,7 years,31 to 35,No,No,no change,1,Liability,26915,1,0
Oct,4,Thursday,Mazda,Urban,Friday,Nov,1,Male,Married,25,Policy Holder,Sedan,1501,14,400,1,5 years,26 to 30,No,No,no change,1,Collision,28309,1,0
Oct,4,Thursday,Chevrolet,Urban,Monday,Nov,2,Male,Married,30,Policy Holder,Sedan,1502,1,400,3,6 years,31 to 35,No,No,no change,1,Collision,27694,2,0
Oct,2,Thursday,Honda,Urban,Saturday,Oct,3,Male,Married,31,Policy Holder,Sport,1503,2,400,2,6 years,31 to 35,No,No,no change,1,Liability,29109,3,0
Oct,2,Monday,Pontiac,Urban,Thursday,Oct,4,Male,Married,28,Policy Holder,Sport,1504,15,400,1,6 years,31 to 35,No,No,no change,1,Liability,37601,3,0
Sep,2,Monday,Toyota,Urban,Tuesday,Sep,3,Male,Married,61,Third Party,Sport,1505,12,400,2,more than 7,51 to 65,No,No,no change,1,Liability,38246,0,0
Aug,4,Thursday,Saab,Urban,Saturday,Sep,2,Male,Married,63,Third Party,Sedan,1506,15,400,4,7 years,51 to 65,No,No,no change,1,All Perils,35977,4,0
Aug,2,Friday,Mazda,Urban,Tuesday,Sep,1,Male,Married,43,Policy Holder,Sedan,1507,9,400,1,7 years,36 to 40,No,No,no change,1,Collision,21979,7,0
Jun,2,Tuesday,Toyota,Urban,Wednesday,Jun,3,Female,Married,37,Policy Holder,Sport,1508,7,400,3,7 years,36 to 40,No,No,no change,1,Liability,70927,0,0
May,4,Monday,Pontiac,Urban,Monday,May,5,Male,Married,44,Third Party,Sport,1509,3,400,4,7 years,36 to 40,No,No,no change,1,Liability,28174,2,0
May,3,Thursday,Chevrolet,Urban,Thursday,May,3,Male,Married,49,Policy Holder,Sport,1510,1,400,2,7 years,41 to 50,No,No,no change,1,Liability,29448,2,0
May,3,Saturday,Pontiac,Urban,Tuesday,May,3,Male,Married,61,Policy Holder,Sedan,1511,9,400,3,more than 7,51 to 65,No,No,no change,1,All Perils,8613,1,0
May,1,Friday,Pontiac,Urban,Monday,May,2,Female,Single,34,Third Party,Sedan,1512,14,400,4,6 years,31 to 35,No,No,no change,1,All Perils,28095,0,0
Mar,2,Wednesday,Pontiac,Urban,Friday,Mar,2,Male,Single,34,Policy Holder,Sport,1513,5,400,4,7 years,31 to 35,No,No,4 to 8 years,2,Liability,8367,1,0
Apr,1,Tuesday,Pontiac,Urban,Friday,Apr,4,Female,Married,43,Policy Holder,Sedan,1514,1,400,1,7 years,36 to 40,No,No,no change,1,Collision,22744,4,0
Apr,1,Tuesday,Pontiac,Urban,Tuesday,Apr,2,Male,Married,44,Policy Holder,Sport,1515,3,400,4,7 years,36 to 40,No,No,no change,1,Liability,30602,2,0
Dec,5,Friday,Pontiac,Urban,Monday,Jan,1,Female,Single,21,Policy Holder,Sedan,1516,10,400,4,5 years,26 to 30,No,No,no change,1,Collision,27237,7,0
Jul,2,Monday,Honda,Rural,0,0,1,Male,Single,0,Policy Holder,Sedan,1517,15,400,2,new,16 to 17,No,No,no change,1,All Perils,80615,0,0
Apr,1,Saturday,Mazda,Urban,Tuesday,Apr,1,Female,Single,26,Policy Holder,Sedan,1518,16,400,3,6 years,31 to 35,No,No,no change,4,Collision,20110,4,0
Dec,4,Friday,Chevrolet,Urban,Tuesday,Jan,1,Female,Married,45,Policy Holder,Sedan,1519,12,400,3,7 years,36 to 40,No,No,no change,1,Collision,24434,4,0
Mar,3,Monday,Honda,Urban,Wednesday,Mar,4,Male,Married,26,Policy Holder,Sport,1520,9,400,1,6 years,31 to 35,No,No,no change,1,Liability,20018,4,0
Feb,4,Thursday,Pontiac,Urban,Monday,Apr,3,Male,Married,32,Policy Holder,Sedan,1521,15,400,3,7 years,31 to 35,No,No,no change,1,All Perils,24837,0,1
Dec,4,Monday,Honda,Urban,Wednesday,Dec,4,Female,Single,26,Policy Holder,Sedan,1522,7,400,2,7 years,31 to 35,No,No,no change,1,Collision,28602,1,0
Dec,4,Tuesday,Toyota,Urban,Tuesday,Dec,4,Male,Married,62,Policy Holder,Sedan,1523,5,400,1,more than 7,51 to 65,No,No,no change,1,Collision,39077,0,0
Dec,4,Wednesday,Accura,Urban,Thursday,Dec,5,Female,Single,39,Policy Holder,Sport,1524,8,400,2,7 years,36 to 40,No,No,no change,1,Liability,88934,2,0
Dec,4,Monday,Mazda,Urban,Friday,Dec,5,Male,Single,21,Policy Holder,Sport,1525,10,400,1,5 years,26 to 30,No,No,no change,1,Liability,28118,2,0
Sep,4,Thursday,Pontiac,Urban,Friday,Sep,4,Male,Married,51,Third Party,Sedan,1526,13,400,1,more than 7,41 to 50,No,No,no change,1,All Perils,28699,2,0
Apr,4,Saturday,Mazda,Urban,Friday,May,4,Male,Married,64,Policy Holder,Sport,1527,5,400,4,more than 7,51 to 65,Yes,No,no change,1,Liability,31231,8,0
Nov,4,Sunday,Chevrolet,Urban,Saturday,Dec,1,Male,Single,27,Third Party,Sport,1528,4,400,1,6 years,31 to 35,No,No,no change,1,Liability,29528,1,0
Aug,4,Thursday,Pontiac,Urban,Monday,Aug,5,Female,Single,45,Policy Holder,Sport,1529,1,400,4,7 years,36 to 40,No,No,no change,1,Liability,23308,7,0
Apr,1,Wednesday,Ford,Urban,Tuesday,May,1,Male,Married,32,Policy Holder,Sedan,1530,14,400,3,6 years,31 to 35,No,No,no change,1,All Perils,FALSE,10,0
Apr,1,Sunday,Honda,Urban,Monday,Apr,3,Male,Single,0,Policy Holder,Sport,1531,13,400,2,new,16 to 17,No,No,2 to 3 years,1,Liability,83970,3,0
Nov,3,Wednesday,Honda,Urban,Friday,Jan,2,Male,Single,0,Third Party,Sport,1532,2,400,1,new,16 to 17,No,No,no change,1,All Perils,79430,4,0
Jan,2,Sunday,Chevrolet,Urban,Thursday,Jan,2,Female,Single,27,Policy Holder,Sport,1533,14,400,2,7 years,31 to 35,No,No,no change,1,Liability,FALSE,10,0
Jan,3,Thursday,Toyota,Urban,Thursday,Jan,3,Male,Married,53,Policy Holder,Sport,1534,9,400,1,more than 7,41 to 50,No,No,4 to 8 years,2,Liability,37240,8,0
Jan,4,Saturday,Honda,Urban,Monday,Jan,4,Female,Married,44,Policy Holder,Sport,1535,7,400,3,7 years,36 to 40,No,No,no change,1,Liability,34373,4,0
Jan,4,Monday,Accura,Urban,Monday,Jan,4,Male,Married,61,Third Party,Utility,1536,5,400,3,more than 7,51 to 65,No,Yes,no change,1,All Perils,73462,7,0
Apr,4,Wednesday,Toyota,Urban,Thursday,May,2,Female,Single,34,Policy Holder,Sport,1537,9,400,2,6 years,31 to 35,No,No,no change,1,Liability,26623,2,0
Apr,4,Friday,Chevrolet,Urban,Monday,Apr,4,Female,Single,31,Third Party,Sedan,1538,1,400,1,6 years,31 to 35,No,No,no change,1,All Perils,91321,0,0
Feb,4,Thursday,Honda,Urban,Friday,Mar,1,Male,Single,0,Third Party,Sedan,1539,1,400,1,new,16 to 17,No,No,no change,1,All Perils,70911,3,0
Apr,4,Saturday,Toyota,Urban,Tuesday,May,1,Male,Single,25,Policy Holder,Sport,1540,10,400,4,5 years,26 to 30,No,No,no change,1,Liability,26255,7,0
Feb,4,Thursday,Honda,Urban,Monday,Feb,5,Male,Single,22,Third Party,Sport,1541,10,400,3,5 years,26 to 30,No,No,no change,1,Collision,98955,5,0
May,3,Wednesday,Mazda,Urban,Friday,May,3,Female,Married,42,Policy Holder,Sport,1542,10,400,1,6 years,36 to 40,No,No,no change,1,Liability,86829,1,0
May,5,Tuesday,Mazda,Urban,Tuesday,May,5,Male,Single,36,Policy Holder,Sport,1543,7,400,1,7 years,36 to 40,No,No,no change,1,Liability,29338,5,0
Aug,2,Thursday,Toyota,Urban,Thursday,Aug,2,Male,Married,28,Policy Holder,Sedan,1544,10,400,1,7 years,31 to 35,No,No,no change,1,Collision,81580,1,0
Aug,2,Tuesday,Mazda,Urban,Tuesday,Aug,2,Male,Married,78,Policy Holder,Sport,1545,13,400,2,more than 7,over 65,No,No,no change,1,Liability,26755,0,0
Oct,3,Saturday,Saab,Urban,Friday,Oct,4,Female,Married,37,Policy Holder,Sport,1546,14,400,2,7 years,36 to 40,No,No,no change,1,Liability,27442,1,0
Nov,1,Wednesday,Pontiac,Urban,Friday,Nov,1,Male,Single,27,Third Party,Sedan,1547,16,400,4,6 years,31 to 35,No,No,no change,1,Collision,20689,1,0
Oct,5,Friday,Honda,Urban,Thursday,Nov,1,Male,Single,24,Third Party,Sedan,1548,12,400,2,5 years,26 to 30,No,No,1 year,1,Collision,24545,1,0
May,4,Monday,Honda,Urban,Wednesday,May,4,Male,Married,43,Policy Holder,Sport,1549,2,400,3,6 years,36 to 40,No,No,no change,1,Liability,70752,2,0
May,3,Saturday,Toyota,Urban,Monday,May,4,Male,Single,33,Third Party,Sedan,1550,10,400,3,6 years,31 to 35,No,No,no change,1,All Perils,28669,0,0
Jun,3,Thursday,Toyota,Urban,Friday,Jun,3,Female,Single,30,Policy Holder,Sedan,1551,9,400,1,5 years,31 to 35,No,No,no change,1,All Perils,18991,2,0
Nov,1,Friday,Ford,Urban,Monday,Nov,1,Male,Married,43,Policy Holder,Utility,1552,2,400,4,7 years,36 to 40,No,No,no change,1,All Perils,73258,3,0
Jun,5,Thursday,Toyota,Urban,Monday,Aug,2,Male,Married,54,Policy Holder,Sedan,1553,9,400,3,more than 7,41 to 50,No,No,no change,1,Collision,21823,1,0
Jul,3,Thursday,Toyota,Urban,Friday,Jul,3,Male,Married,37,Policy Holder,Sedan,1554,4,400,4,7 years,36 to 40,No,No,no change,1,Collision,34320,1,0
Aug,1,Thursday,Pontiac,Rural,Friday,Aug,1,Male,Single,27,Policy Holder,Sport,1555,2,400,4,7 years,31 to 35,No,No,4 to 8 years,2,Liability,38371,3,0
Feb,4,Friday,Honda,Urban,Monday,Mar,4,Male,Single,0,Policy Holder,Sedan,1556,10,400,2,new,16 to 17,Yes,No,no change,1,All Perils,73644,0,1
Nov,3,Tuesday,Pontiac,Urban,Tuesday,Nov,4,Male,Single,18,Policy Holder,Sedan,1557,12,400,4,4 years,21 to 25,No,No,no change,1,Collision,22070,9,0
Nov,3,Tuesday,Accura,Urban,Thursday,Dec,4,Male,Married,39,Policy Holder,Sport,1558,6,400,4,7 years,36 to 40,No,No,no change,1,Liability,36966,6,0
Feb,4,Friday,Pontiac,Urban,Thursday,Mar,2,Male,Married,66,Policy Holder,Sedan,1559,6,400,2,7 years,over 65,No,No,no change,3,Collision,28863,1,1
Dec,5,Thursday,Mazda,Urban,Tuesday,Jan,3,Male,Married,66,Third Party,Sedan,1560,5,400,2,more than 7,over 65,No,No,no change,1,All Perils,25346,1,0
Dec,3,Tuesday,Honda,Urban,Wednesday,Dec,4,Male,Married,44,Third Party,Sedan,1561,9,400,2,6 years,36 to 40,No,No,no change,1,Collision,77748,4,0
Feb,4,Friday,Toyota,Urban,Friday,Apr,1,Female,Married,40,Third Party,Sedan,1562,9,400,3,7 years,36 to 40,No,No,no change,1,All Perils,27030,0,0
May,4,Friday,Pontiac,Urban,Monday,May,5,Male,Married,51,Third Party,Sedan,1563,6,400,2,5 years,41 to 50,No,No,no change,1,Collision,22433,0,0
Aug,2,Friday,Accura,Urban,Friday,Sep,5,Male,Single,31,Policy Holder,Sedan,1564,12,400,2,6 years,31 to 35,No,No,no change,1,All Perils,38698,0,0
Feb,4,Friday,Mazda,Urban,Friday,Feb,4,Male,Married,26,Third Party,Sport,1565,4,400,4,7 years,31 to 35,No,No,no change,1,Liability,98677,2,0
Oct,1,Friday,Accura,Urban,Friday,Oct,1,Male,Single,41,Policy Holder,Sport,1566,1,400,2,7 years,36 to 40,No,No,no change,1,Liability,83137,5,0
Oct,1,Tuesday,Mazda,Urban,Tuesday,Oct,1,Male,Single,40,Policy Holder,Sedan,1567,15,400,3,6 years,36 to 40,No,No,no change,1,Collision,21096,8,0
Jan,3,Monday,Toyota,Urban,Wednesday,Jan,3,Male,Married,28,Third Party,Sedan,1568,6,400,3,5 years,31 to 35,No,No,no change,1,All Perils,25525,0,0
Sep,1,Saturday,Mazda,Rural,Monday,Sep,3,Male,Married,47,Policy Holder,Sport,1569,9,400,4,6 years,41 to 50,Yes,Yes,no change,1,Liability,26114,3,0
Sep,1,Thursday,Mazda,Urban,Friday,Sep,1,Male,Married,60,Third Party,Sedan,1570,3,400,3,more than 7,51 to 65,No,No,no change,1,All Perils,21099,1,0
Sep,2,Thursday,Honda,Urban,Wednesday,Oct,1,Male,Married,46,Third Party,Sport,1571,14,400,3,more than 7,41 to 50,No,No,no change,1,Collision,74014,0,0
Dec,1,Saturday,Pontiac,Urban,Monday,Dec,1,Male,Single,34,Policy Holder,Sport,1572,8,400,2,6 years,31 to 35,No,No,no change,1,Liability,24183,6,0
Jun,3,Monday,Mazda,Urban,Monday,Oct,1,Male,Single,24,Third Party,Sport,1573,5,400,3,5 years,26 to 30,No,No,no change,1,Liability,32051,7,0
Sep,5,Saturday,Toyota,Urban,Monday,Oct,1,Female,Married,34,Policy Holder,Sedan,1574,13,400,4,5 years,31 to 35,Yes,No,no change,1,All Perils,11346,3,0
Dec,4,Thursday,Pontiac,Rural,Friday,Dec,4,Male,Married,43,Third Party,Sport,1575,7,400,4,7 years,36 to 40,Yes,No,no change,1,Liability,83169,1,0
Dec,3,Monday,Honda,Urban,Thursday,Dec,5,Female,Married,30,Policy Holder,Sedan,1576,13,400,2,5 years,31 to 35,Yes,No,4 to 8 years,2,Collision,24831,2,0
Mar,4,Friday,Pontiac,Urban,Wednesday,Apr,2,Male,Single,45,Third Party,Sport,1577,1,400,4,5 years,36 to 40,No,No,no change,1,Liability,25299,2,0
Mar,3,Tuesday,Chevrolet,Urban,Tuesday,Mar,3,Male,Married,47,Policy Holder,Sedan,1578,1,400,3,more than 7,41 to 50,No,No,no change,1,All Perils,36985,0,0
Apr,3,Monday,Toyota,Urban,Wednesday,Apr,3,Male,Married,59,Third Party,Sedan,1579,6,400,2,6 years,51 to 65,No,No,no change,1,Collision,28833,0,0
Nov,1,Saturday,Chevrolet,Rural,Saturday,Nov,2,Male,Married,55,Policy Holder,Utility,1580,8,400,1,7 years,41 to 50,No,No,no change,1,Collision,96592,2,0
Jul,2,Tuesday,Chevrolet,Urban,Wednesday,Jul,2,Male,Married,52,Policy Holder,Sport,1581,5,400,1,more than 7,41 to 50,No,No,no change,1,Liability,24048,0,0
Dec,2,Monday,Mercury,Urban,Tuesday,Dec,3,Female,Single,37,Policy Holder,Sedan,1582,7,700,1,7 years,36 to 40,No,No,2 to 3 years,1,All Perils,72468,1,0
Oct,1,Thursday,Chevrolet,Urban,Monday,Oct,2,Male,Married,37,Policy Holder,Sedan,1583,4,400,1,5 years,36 to 40,No,No,no change,1,Collision,20694,0,0
Sep,5,Thursday,Accura,Urban,Wednesday,Oct,1,Male,Married,38,Third Party,Sport,1584,10,400,2,7 years,36 to 40,No,No,no change,1,Liability,32864,2,0
Sep,4,Tuesday,Mazda,Urban,Monday,Oct,1,Male,Single,27,Third Party,Sedan,1585,3,400,4,4 years,31 to 35,No,No,no change,1,All Perils,72911,1,0
Feb,4,Saturday,Mazda,Urban,Tuesday,Mar,2,Male,Married,33,Third Party,Sedan,1586,5,400,2,5 years,31 to 35,No,No,no change,1,All Perils,34130,0,0
Dec,1,Tuesday,Toyota,Urban,Wednesday,Dec,4,Female,Single,32,Policy Holder,Sedan,1587,12,400,3,6 years,31 to 35,No,No,no change,1,All Perils,5521,0,0
Feb,4,Saturday,Pontiac,Urban,Monday,Feb,5,Male,Single,22,Policy Holder,Sedan,1588,13,400,3,5 years,26 to 30,Yes,Yes,no change,1,Collision,31701,1,1
Dec,2,Wednesday,Mazda,Urban,Friday,Dec,2,Male,Married,65,Policy Holder,Sedan,1589,7,400,4,7 years,51 to 65,No,No,no change,1,Collision,33468,4,0
May,3,Saturday,Chevrolet,Urban,Thursday,Jul,3,Male,Married,47,Policy Holder,Sedan,1590,6,400,2,more than 7,41 to 50,No,No,no change,1,Collision,35421,1,0
Oct,1,Monday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,45,Policy Holder,Sedan,1591,7,400,1,6 years,36 to 40,No,No,no change,1,Collision,29621,2,0
Oct,1,Tuesday,Chevrolet,Urban,Wednesday,Oct,1,Male,Single,33,Third Party,Sedan,1592,14,400,2,6 years,31 to 35,No,No,no change,1,Collision,30304,4,0
May,3,Saturday,Toyota,Urban,Monday,May,5,Female,Single,53,Policy Holder,Sport,1593,11,400,2,7 years,41 to 50,No,No,no change,1,Liability,20886,7,0
Oct,2,Saturday,Chevrolet,Urban,Monday,Oct,2,Male,Married,51,Third Party,Sedan,1594,6,400,3,7 years,41 to 50,No,No,no change,1,All Perils,96178,1,0
Oct,1,Thursday,Ford,Urban,Friday,Oct,2,Male,Married,55,Third Party,Sedan,1595,5,400,4,more than 7,41 to 50,No,No,no change,1,Collision,88707,4,0
Sep,1,Monday,Mazda,Urban,Wednesday,Sep,5,Male,Married,55,Policy Holder,Sport,1596,16,400,3,7 years,41 to 50,No,No,no change,1,Liability,34573,2,0
May,4,Wednesday,Toyota,Urban,Wednesday,May,4,Female,Single,26,Policy Holder,Sport,1597,3,400,2,6 years,31 to 35,No,No,4 to 8 years,2,Liability,28715,4,0
Oct,2,Monday,Toyota,Urban,Tuesday,Oct,2,Male,Married,64,Policy Holder,Sedan,1598,11,400,1,more than 7,51 to 65,No,No,no change,1,All Perils,73785,9,0
Feb,4,Saturday,Honda,Urban,Tuesday,Mar,1,Male,Single,22,Policy Holder,Sport,1599,7,400,4,5 years,26 to 30,No,No,no change,1,Collision,87254,0,1
Feb,4,Sunday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,58,Policy Holder,Sedan,1600,5,400,4,more than 7,51 to 65,No,No,no change,4,All Perils,39855,3,1
Sep,5,Friday,Honda,Urban,Friday,Sep,5,Female,Single,28,Policy Holder,Sport,1601,9,400,2,5 years,31 to 35,No,No,no change,1,Liability,26527,1,0
Jan,2,Friday,Honda,Urban,Friday,Jan,3,Male,Married,48,Policy Holder,Sport,1602,6,400,1,more than 7,41 to 50,No,No,no change,1,Collision,91369,1,0
Jan,2,Thursday,Honda,Urban,Thursday,Jan,2,Male,Married,36,Third Party,Sedan,1603,9,400,1,7 years,36 to 40,No,No,no change,1,All Perils,23998,1,0
Apr,2,Monday,Honda,Urban,Friday,Oct,2,Female,Married,40,Policy Holder,Sedan,1604,12,400,3,7 years,36 to 40,No,No,no change,1,All Perils,12354,0,0
Jun,2,Monday,Mazda,Urban,Monday,Jun,2,Male,Married,36,Policy Holder,Sport,1605,16,400,2,7 years,36 to 40,No,No,no change,1,Liability,29178,3,0
Jun,3,Wednesday,Pontiac,Urban,Friday,Jun,3,Female,Married,39,Policy Holder,Sport,1606,7,400,1,7 years,36 to 40,No,No,no change,1,Liability,18413,4,0
Sep,5,Wednesday,Pontiac,Urban,Monday,Oct,1,Male,Single,34,Third Party,Sedan,1607,8,400,4,6 years,31 to 35,No,No,no change,1,All Perils,23275,0,0
Oct,4,Wednesday,Chevrolet,Urban,Monday,Oct,5,Female,Married,31,Third Party,Sedan,1608,12,400,3,6 years,31 to 35,No,No,no change,1,Collision,26511,0,0
Nov,2,Thursday,Pontiac,Urban,Tuesday,Nov,5,Female,Married,47,Policy Holder,Sedan,1609,10,400,2,more than 7,41 to 50,No,No,no change,1,Collision,32379,2,0
Nov,3,Saturday,Mazda,Urban,Thursday,Nov,4,Female,Married,29,Policy Holder,Sport,1610,16,400,3,6 years,31 to 35,No,No,no change,1,Liability,20272,4,0
Dec,2,Sunday,Mazda,Urban,Friday,Jan,2,Male,Married,54,Policy Holder,Sedan,1611,16,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,35836,3,0
Dec,4,Tuesday,Toyota,Urban,Monday,Jan,4,Female,Married,30,Policy Holder,Sedan,1612,10,400,1,6 years,31 to 35,No,No,no change,1,All Perils,19837,0,0
Jan,1,Tuesday,Nisson,Urban,Wednesday,Jan,1,Male,Married,36,Policy Holder,Sport,1613,6,400,2,6 years,36 to 40,No,No,no change,1,Liability,39747,8,0
Jan,2,Tuesday,Mazda,Urban,Monday,Jan,3,Female,Married,37,Policy Holder,Sport,1614,12,400,4,more than 7,36 to 40,No,No,no change,1,Liability,36777,5,0
May,3,Thursday,Pontiac,Urban,Monday,May,4,Male,Married,49,Policy Holder,Sedan,1615,16,400,1,more than 7,41 to 50,No,No,no change,1,Collision,23274,4,0
Feb,5,Monday,VW,Urban,Friday,Apr,1,Male,Married,50,Policy Holder,Sport,1616,7,400,2,more than 7,41 to 50,No,No,no change,1,Liability,38915,3,0
Aug,3,Friday,VW,Urban,Friday,Sep,1,Male,Married,54,Third Party,Sedan,1617,7,400,3,more than 7,41 to 50,No,No,no change,1,Collision,38106,0,0
Feb,5,Monday,Honda,Urban,Friday,Apr,1,Male,Single,0,Third Party,Sedan,1618,6,400,4,new,16 to 17,No,No,4 to 8 years,2,Collision,82715,0,0
Nov,3,Wednesday,Honda,Urban,Monday,Nov,4,Male,Married,55,Third Party,Sedan,1619,9,400,3,more than 7,41 to 50,No,No,no change,1,Collision,20140,4,0
Nov,1,Friday,Toyota,Urban,Friday,Nov,1,Male,Married,47,Policy Holder,Sport,1620,16,400,1,more than 7,41 to 50,No,No,no change,1,Liability,19046,8,0
Sep,5,Thursday,Mazda,Urban,Friday,Oct,2,Male,Single,27,Third Party,Sedan,1621,8,400,4,6 years,31 to 35,No,No,no change,1,Collision,20682,1,0
Aug,4,Friday,Honda,Urban,Thursday,Aug,5,Male,Married,60,Policy Holder,Sport,1622,14,400,3,7 years,51 to 65,No,No,no change,1,Liability,28349,3,0
Jun,4,Tuesday,Chevrolet,Urban,Friday,Jul,2,Male,Married,53,Policy Holder,Utility,1623,15,400,1,7 years,41 to 50,No,No,no change,1,Collision,88639,8,0
Jun,2,Tuesday,Pontiac,Urban,Tuesday,Jun,2,Female,Single,33,Policy Holder,Sedan,1624,1,400,1,5 years,31 to 35,No,No,no change,1,Collision,25359,1,0
Apr,3,Tuesday,Mazda,Rural,Tuesday,Apr,3,Male,Married,28,Policy Holder,Sedan,1625,12,400,2,7 years,31 to 35,No,No,no change,1,Collision,28309,4,0
Feb,4,Friday,Honda,Urban,Monday,Mar,1,Male,Single,27,Third Party,Sport,1626,9,400,3,6 years,31 to 35,No,No,no change,1,Collision,96746,0,0
Jan,2,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,46,Policy Holder,Sedan,1627,8,400,4,7 years,41 to 50,Yes,No,no change,1,All Perils,5711,4,0
Jan,2,Wednesday,Mazda,Urban,Wednesday,Oct,3,Female,Single,23,Policy Holder,Sedan,1628,11,400,2,5 years,26 to 30,No,No,no change,1,All Perils,20444,0,0
Nov,4,Thursday,Toyota,Urban,Friday,Dec,1,Female,Single,32,Policy Holder,Sport,1629,7,400,4,6 years,31 to 35,No,No,no change,1,Liability,23916,0,0
Nov,4,Wednesday,Chevrolet,Urban,Wednesday,Dec,3,Male,Married,39,Policy Holder,Sedan,1630,5,400,1,7 years,36 to 40,No,No,no change,1,All Perils,39972,4,0
Nov,2,Wednesday,Pontiac,Urban,Monday,Nov,3,Male,Married,31,Policy Holder,Sedan,1631,11,400,1,7 years,31 to 35,No,No,no change,1,All Perils,28078,0,0
Nov,1,Sunday,Toyota,Urban,Monday,Nov,3,Male,Married,34,Third Party,Sedan,1632,15,400,2,6 years,31 to 35,Yes,No,no change,1,All Perils,27866,3,0
Oct,4,Saturday,Honda,Urban,Friday,Nov,3,Male,Married,43,Policy Holder,Sedan,1633,14,500,4,more than 7,36 to 40,No,No,2 to 3 years,1,Collision,30659,3,0
Sep,5,Thursday,Pontiac,Urban,Monday,Oct,1,Male,Single,40,Policy Holder,Sedan,1634,14,400,1,more than 7,36 to 40,No,No,no change,1,Collision,28719,4,0
Sep,4,Thursday,Mazda,Urban,Thursday,Sep,4,Female,Single,57,Policy Holder,Sport,1635,3,400,2,7 years,51 to 65,No,No,no change,1,Liability,30455,3,0
Sep,1,Friday,Honda,Urban,Friday,Sep,1,Male,Married,27,Policy Holder,Sedan,1636,15,400,4,6 years,31 to 35,No,No,no change,1,Collision,23699,1,0
Aug,3,Tuesday,Honda,Urban,Wednesday,Aug,3,Male,Single,39,Policy Holder,Sedan,1637,14,400,2,7 years,36 to 40,No,No,no change,1,All Perils,22062,1,0
Aug,2,Wednesday,Honda,Urban,Friday,Aug,2,Male,Married,54,Third Party,Sedan,1638,1,400,4,7 years,41 to 50,No,No,no change,1,All Perils,7699,0,0
Aug,1,Friday,Pontiac,Urban,Friday,Aug,1,Male,Married,44,Policy Holder,Sport,1639,15,400,2,7 years,36 to 40,No,No,1 year,2,Liability,37242,4,0
