AppID,Name,Developer,Publisher,Genre,Categories,Owners,Positive_Reviews,Negative_Reviews,Price_USD,Initial_Price_USD,Discount_Percent,Peak_Concurrent_Players,Platforms,Release_Date,Required_Age,Avg_Rating_5,Playability_Index_10
231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,nFusion Interactive,Replay Games,"Action, Adventure, Casual","Single-player, Captions available, Steam Achievements","20,000 .. 50,000",380,87,0,0,0,1,"windows, mac, linux",6/27/2013,0,2.54,7.52
232010,Euro Truck Simulator,SCS Software,SCS Software,"Indie, Simulation","Single-player, Partial Controller Support, Remote Play Together","500,000 .. 1,000,000",5388,1152,4.99,4.99,0,24,"windows, mac",3/8/2013,0,4.5,1.21
232050,Eador. Masters of the Broken World,Snowbird Games,Snowbird Games,"Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together","1,000,000 .. 2,000,000",1754,819,19.99,19.99,0,53,windows,4/19/2013,0,2.9,7.56
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,Action,"Multi-player, Single-player, Valve Anti-Cheat enabled, Co-op, Includes level editor, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Online PvP, Online Co-op, Remote Play on Tablet, Remote Play on TV, PvP","2,000,000 .. 5,000,000",97695,13828,29.99,29.99,0,4259,windows,11/18/2016,0,3.08,8.49
232430,Gone Home,Fullbright,Fullbright,"Adventure, Indie","Single-player, Captions available, Commentary available, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","500,000 .. 1,000,000",12961,3921,14.99,14.99,0,13,"windows, mac, linux",8/15/2013,0,3.44,7.48
232450,SolForge,Stone Blade Entertainment,Stone Blade Entertainment,"Casual, Free to Play, RPG, Strategy","Multi-player, Single-player, Cross-Platform Multiplayer","200,000 .. 500,000",776,414,0,0,0,0,"windows, mac, linux",7/25/2016,0,4.93,7.95
232750,Mars: War Logs,Spiders,Focus Entertainment,"Action, RPG","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",1874,634,4.99,4.99,0,3,windows,4/26/2013,0,3.11,5.15
232770,POSTAL,Running With Scissors,Running With Scissors,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","5,000,000 .. 10,000,000",5171,745,19.97,19.97,0,14,"windows, mac, linux",11/14/1997,18,3.5,5.12
232790,Broken Age,Double Fine Productions,Double Fine Productions,"Adventure, Casual, Indie","Single-player, Steam Cloud, Full controller support, Steam Trading Cards","500,000 .. 1,000,000",6230,1228,14.99,14.99,0,27,"windows, mac, linux",1/28/2014,0,4.76,3.22
232890,Stronghold Crusader 2,FireFly Studios,FireFly Studios,"Simulation, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, PvP","1,000,000 .. 2,000,000",9662,4105,39.99,39.99,0,443,windows,9/22/2014,0,4.67,6.96
232910,TrackMania² Stadium,Nadeo,Ubisoft,"Racing, Sports","Multi-player, Single-player, Includes level editor, Partial Controller Support, Steam Workshop, VR Support","500,000 .. 1,000,000",5524,705,9.99,9.99,0,119,windows,6/20/2013,0,4.35,5.43
232950,Bridge Project,Halycon Media GmbH &amp; Co. KG,THQ Nordic,Simulation,"Single-player, Includes level editor, Steam Achievements, Steam Workshop","100,000 .. 200,000",353,392,19.99,19.99,0,0,"windows, mac",3/28/2013,0,2.99,2.53
232970,Thunder Wolves,Most Wanted Entertainment,HandyGames,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together","50,000 .. 100,000",570,85,9.99,9.99,0,1,windows,5/15/2013,0,3.85,6.9
233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,"Action, Adventure","Single-player, Captions available, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","2,000,000 .. 5,000,000",22389,1804,9.99,9.99,0,30,"windows, mac, linux",9/26/2013,18,4.54,3.1
233150,LUFTRAUSERS,Vlambeer,Devolver Digital,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","200,000 .. 500,000",3805,361,9.99,9.99,0,5,"windows, mac, linux",3/18/2014,0,4.15,3.59
233190,Final Exam,Mighty Rocket Studio,Focus Entertainment,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together","100,000 .. 200,000",928,178,4.99,4.99,0,1,windows,11/5/2013,0,3.5,9.69
233210,Air Conflicts: Vietnam,Games Farm,Games Farm,"Action, Simulation","Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Remote Play on TV","50,000 .. 100,000",89,214,14.99,14.99,0,1,"windows, mac, linux",10/2/2013,0,4.1,2.42
233230,Kairo,Locked Door Puzzle,Lupus Studios Limited,"Adventure, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",1239,450,4.99,4.99,0,0,"windows, mac, linux",4/24/2013,0,4.07,5.48
233270,Far Cry 3 - Blood Dragon,Ubisoft Montreal,Ubisoft,"Action, Adventure","Single-player, Partial Controller Support, Steam Trading Cards","500,000 .. 1,000,000",13028,1671,14.99,14.99,0,12,windows,5/1/2013,0,2.92,1.02
233290,Murdered: Soul Suspect,Airtight Games,Square Enix,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","1,000,000 .. 2,000,000",12795,2207,19.99,19.99,0,42,windows,6/4/2014,15,3.28,1.85
233310,Avadon 2: The Corruption,Spiderweb Software,Spiderweb Software,"Indie, RPG, Strategy","Single-player, Steam Achievements","100,000 .. 200,000",143,35,9.99,9.99,0,2,"windows, mac",10/30/2013,0,4.39,7.36
233350,Sudeki,Climax Studios,Climax Group,"Action, Adventure, RPG","Single-player, Captions available, Partial Controller Support, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",700,98,5.99,5.99,0,9,windows,2/24/2014,0,2.44,1.26
233410,Tomb Raider - The Final Hours Digital Book,Geoff Keighley,Geoff Keighley,Action,Single-player,"20,000 .. 50,000",152,16,1.99,1.99,0,1,"windows, mac",3/7/2013,0,2.89,0.27
233450,Prison Architect,"Double Eleven, Introversion Software",Paradox Interactive,"Indie, Simulation, Strategy","Single-player, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop","5,000,000 .. 10,000,000",57563,6155,29.99,29.99,0,1120,"windows, mac, linux",10/6/2015,0,2.36,5.52
233470,Evoland,Shiro Games,Shiro Unlimited,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support","200,000 .. 500,000",4744,985,9.99,9.99,0,4,"windows, mac",4/4/2013,0,2.18,1.4
233510,Lunnye Devitsy,Boss Baddie,Boss Baddie,"Casual, Indie","Single-player, Full controller support, Steam Trading Cards","20,000 .. 50,000",106,57,4.99,4.99,0,0,windows,7/1/2009,0,3.38,3.82
233550,Another World – 20th Anniversary Edition,"Eric Chahi, DotEmu",The Digital Lounge,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Full controller support","200,000 .. 500,000",1420,287,1.99,9.99,80,4,"windows, mac, linux",4/4/2013,0,4.11,0.63
233610,Distance,Refract,Refract,"Action, Indie, Racing","Multi-player, Single-player, Captions available, Includes level editor, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, VR Support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","200,000 .. 500,000",6081,478,24.99,24.99,0,15,"windows, mac, linux",9/18/2018,0,2.99,1.3
233700,Sword of the Stars: The Pit,Kerberos Productions,Kerberos Productions,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","200,000 .. 500,000",1243,211,9.99,9.99,0,10,"windows, mac, linux",2/21/2013,0,2.84,0.42
233720,Surgeon Simulator,Bossa Studios,tinyBuild,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","1,000,000 .. 2,000,000",12939,2756,9.99,9.99,0,17,"windows, mac, linux",4/19/2013,0,3.06,1.71
233740,Organ Trail: Director's Cut,The Men Who Wear Many Hats,The Men Who Wear Many Hats,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","200,000 .. 500,000",2517,333,4.99,4.99,0,18,"windows, mac, linux",3/19/2013,0,3.74,6.16
233840,Worms Clan Wars,Team17 Digital Ltd,Team17 Digital Ltd,Strategy,"Multi-player, Single-player, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Steam Trading Cards, Steam Workshop, Remote Play Together","500,000 .. 1,000,000",2287,634,24.99,24.99,0,53,"windows, mac, linux",8/15/2013,0,2.64,4.5
233860,Kenshi,Lo-Fi Games,Lo-Fi Games,"Action, Indie, RPG, Simulation, Strategy","Single-player, Includes level editor, Steam Trading Cards, Steam Workshop","1,000,000 .. 2,000,000",57218,2954,14.99,29.99,50,3412,windows,12/6/2018,0,3.65,8.04
233980,UnEpic,@unepic_fran,@unepic_fran,"Action, Indie, RPG","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Remote Play on Tablet","500,000 .. 1,000,000",6934,596,12.99,12.99,0,20,"windows, mac, linux",7/25/2014,16,2.82,1.46
234080,Castlevania: Lords of Shadow – Ultimate Edition,"MercurySteam, Climax Studios",Konami Digital Entertainment,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Full controller support","500,000 .. 1,000,000",5702,1392,29.99,29.99,0,111,windows,8/27/2013,15,3.12,1.6
234140,Mad Max,Avalanche Studios,"Warner Bros. Games, Warner Bros. Interactive Entertainment","Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV","2,000,000 .. 5,000,000",59840,5433,19.99,19.99,0,606,windows,9/1/2015,15,4.66,2.16
234160,Strike Suit Infinity,Born Ready Games Ltd.,Born Ready Games,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","100,000 .. 200,000",486,94,6.99,6.99,0,1,windows,4/30/2013,0,2.45,5.7
234190,Receiver,Wolfire Games,Wolfire Games,"Action, Indie, Simulation",Single-player,"500,000 .. 1,000,000",3227,805,4.99,4.99,0,3,"windows, mac, linux",4/29/2013,0,4.61,1.3
234270,Ken Follett's The Pillars of the Earth,Daedalic Entertainment,Daedalic Entertainment,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on TV","200,000 .. 500,000",4833,356,1.99,19.99,90,395,"windows, mac, linux",8/15/2017,0,2.79,9.78
234290,Zack Zero,Crocodile Entertainment,Crocodile Entertainment,"Action, Adventure, Indie","Single-player, Full controller support, Steam Trading Cards","50,000 .. 100,000",265,144,2.99,2.99,0,0,windows,4/29/2013,0,2.68,5.05
234330,MARVEL Puzzle Quest,Broken Circle Studios,D3 Go!,"Casual, Free to Play, RPG","Multi-player, Single-player, Cross-Platform Multiplayer, Online PvP, PvP","500,000 .. 1,000,000",2878,1242,0,0,0,380,windows,12/5/2013,0,4.02,0.3
234350,Luxor 2 HD,MumboJumbo,MumboJumbo,Casual,Single-player,"20,000 .. 50,000",106,21,9.99,9.99,0,1,windows,5/13/2013,0,4.72,5.46
234370,Shattered Haven,"Arcen Games, LLC","Arcen Games, LLC","Action, Adventure, Indie","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together","50,000 .. 100,000",28,65,9.99,9.99,0,0,"windows, mac, linux",3/18/2013,0,4.93,7.15
234390,Teleglitch: Die More Edition,Test3 Projects,Paradox Interactive,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","500,000 .. 1,000,000",2354,412,12.99,12.99,0,2,"windows, mac, linux",7/24/2013,0,2.99,3.93
234490,Rush Bros.,XYLA Entertainment,Digital Tribe,"Action, Indie, Racing","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Remote Play Together","100,000 .. 200,000",534,342,9.99,9.99,0,0,"windows, mac",5/24/2013,0,4.52,0.83
234510,Rising Storm Game of the Year Edition,"Tripwire Interactive, Anti Matter Games",Tripwire Interactive,Action,"Multi-player, Includes level editor, Steam Achievements, Steam Trading Cards, Steam Workshop","20,000 .. 50,000",105,1,9.99,9.99,0,0,windows,5/30/2013,0,4.18,3.09
234630,Project CARS,Slightly Mad Studios,"Codemasters, Slightly Mad Studios, Electronic Arts","Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Leaderboards, Steam Trading Cards, VR Support","1,000,000 .. 2,000,000",11047,2974,14.99,14.99,0,178,windows,5/6/2015,0,3.68,8.6
234650,Shadowrun Returns,Harebrained Schemes,Paradox Interactive,"Adventure, Indie, RPG, Strategy","Single-player, Includes level editor, Steam Cloud, Steam Trading Cards, Steam Workshop, Remote Play on Tablet","1,000,000 .. 2,000,000",11134,1426,14.99,14.99,0,52,"windows, mac, linux",7/25/2013,0,3.15,0.98
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,"Action, Adventure","Multi-player, Single-player, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","500,000 .. 1,000,000",10949,1253,19.99,19.99,0,61,windows,10/24/2013,0,4.03,8.59
234710,Poker Night 2,Telltale Games,Telltale Games,"Casual, Sports","Single-player, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV","1,000,000 .. 2,000,000",5921,879,0,0,0,37,"windows, mac",4/26/2013,0,2.47,7.8
234900,Anodyne,"Melos Han-Tani, Marina Kittaka",Analgesic Productions,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",1121,208,9.99,9.99,0,1,"windows, mac",3/22/2013,0,4.84,3.51
234920,Dyscourse,Owlchemy Labs,Owlchemy Labs,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","50,000 .. 100,000",344,97,14.99,14.99,0,0,"windows, mac, linux",3/25/2015,0,2.66,2.03
234940,The 39 Steps,The Story Mechanics,The Secret Experiment,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",1140,366,4.99,4.99,0,0,"windows, mac, linux",4/25/2013,0,2.45,0.24
235070,Bad Bots,Point Five Projects,Digital Tribe,"Action, Indie","Single-player, Steam Achievements, Full controller support","20,000 .. 50,000",145,112,4.99,4.99,0,0,"windows, mac",5/17/2013,0,2.1,7.56
235210,STRIDER / ストライダー飛竜,"Double Helix Games, Capcom",Capcom,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","500,000 .. 1,000,000",2801,570,14.99,14.99,0,6,windows,2/19/2014,0,3.46,0.66
235250,Super Sanctum TD,Coffee Stain Studios,Coffee Stain Publishing,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","200,000 .. 500,000",1322,179,4.99,4.99,0,3,"windows, mac",5/9/2013,0,3,3.01
235320,Original War,Altar Games,Bohemia Interactive,"Indie, Strategy","Multi-player, Single-player, Co-op, Captions available, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, LAN PvP, LAN Co-op, PvP","200,000 .. 500,000",1632,91,4.99,4.99,0,63,windows,1/27/2014,0,3.88,7.67
235340,Prime World,Nival,Nival,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, Co-op, MMO, Steam Trading Cards","1,000,000 .. 2,000,000",2197,1605,0,0,0,5,windows,3/31/2014,0,4.19,1.29
235360,Prime World: Defenders,Nival,Nival,"Casual, Indie, RPG, Strategy","Single-player, Stats, Steam Achievements, Steam Trading Cards","100,000 .. 200,000",754,241,9.99,9.99,0,4,"windows, mac",6/5/2013,0,3.83,2.91
235380,Blitzkrieg 3,Nival,Nival,Strategy,"Multi-player, Single-player, Steam Achievements, Steam Trading Cards, Online PvP, PvP","200,000 .. 500,000",3906,2899,9.99,9.99,0,17,"windows, mac",6/2/2017,0,3.35,4.33
235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,Konami Digital Entertainment,Action,"Single-player, Steam Achievements, Steam Cloud, Full controller support","2,000,000 .. 5,000,000",53301,2349,29.99,29.99,0,699,windows,1/9/2014,15,2.52,1.2
235520,The White Laboratory,Laboratory Systems,"Laboratory Systems, Gamera Games","Indie, Strategy","Single-player, Steam Achievements, Steam Cloud","50,000 .. 100,000",241,69,9.99,9.99,0,2,windows,3/28/2019,0,3.25,1.28
235540,Warhammer: End Times - Vermintide,Fatshark,Fatshark,"Action, Indie","Multi-player, Single-player, Co-op, Captions available, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Online Co-op","1,000,000 .. 2,000,000",15939,3998,2.99,29.99,90,211,windows,10/23/2015,0,2.06,4.84
235600,Tom Clancy’s Splinter Cell Blacklist,Ubisoft Toronto,Ubisoft,"Action, Adventure","Multi-player, Single-player, Co-op","1,000,000 .. 2,000,000",13989,2862,29.99,29.99,0,37,windows,8/22/2013,0,2.75,7.35
235620,Small World,Days of Wonder,"Days of Wonder, Twin Sails Interactive","Casual, Indie, Strategy","Multi-player, Single-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Turn Notifications, Online PvP, Shared/Split Screen PvP, Remote Play Together, LAN PvP, PvP","200,000 .. 500,000",916,381,9.99,9.99,0,21,"windows, mac",12/11/2013,0,2.08,5.6
235660,Eador: Genesis,"Alexey Bokulev, Snowbird Games",Snowbird Games,"Indie, Strategy",Single-player,"100,000 .. 200,000",313,58,5.99,5.99,0,9,windows,10/14/2013,0,2.29,5.46
235720,Cubetractor,Ludochip,Ludochip,"Action, Indie, Strategy","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards","50,000 .. 100,000",352,115,4.99,4.99,0,0,"windows, mac",5/29/2013,0,4.72,9.98
