,Company Name,Employee Job Title,Employee Gender,Employee Age,Employee Physical Location,Employee Work Location,Retention Priority,Employee Salary,Employment Status,"Last Performance Rating (5=best, 1=worst)",Retained
1194,Apple,Back End Developer,m,51,Bombay,hybrid,2,739000,Full Time,2.8,1
1195,Microsoft,IOS Developer,f,46,Bombay,remote,4,563000,Full Time,1.7,1
1196,IBM,Full Stack Developer,m,48,Tokyo,onsite,5,987000,Full Time,0.8,0
1197,Cognizant,Full Stack Developer,other,38,Moscow,onsite,4,129000,Intern,4.9,0
1198,Uber,Research Engineer,f,32,London,remote,1,54000,Part-Time,0.6,1
1199,Apple,Full Stack Developer,other,35,New York,onsite,1,13000,Full Time,4.2,1
1200,Google,IOS Developer,m,18,Bombay,onsite,3,541000,Full Time,3.0,1
1201,Apple,Full Stack Developer,other,33,Bombay,hybrid,3,880000,Full Time,3.7,1
1202,Amazon,Research Engineer,f,30,London,onsite,4,624000,Intern,4.9,1
1203,Uber,Android Developer,other,41,California,hybrid,1,242000,Part-Time,2.1,1
1204,Wipro,IOS Developer,other,21,Bombay,onsite,5,805000,Part-Time,3.1,0
1205,Uber,Android Developer,m,40,New York,hybrid,5,473000,Part-Time,0.6,1
1206,IBM,Back End Developer,f,25,Manchester,onsite,4,538000,Full Time,4.0,0
1207,Uber,Software Development Engineer,other,39,New York,remote,4,974000,Intern,2.8,0
1208,Cognizant,Android Developer,other,48,London,hybrid,4,223000,Part-Time,1.2,1
1209,Google,Android Developer,f,37,Munich,onsite,5,846000,Intern,2.5,0
1210,Cognizant,Data Analyst,m,23,Bombay,remote,1,150000,Part-Time,2.4,0
1211,Mastercard,IOS Developer,f,19,Bombay,hybrid,3,505000,Part-Time,2.5,0
1212,Apple,IOS Developer,m,26,Dubai,hybrid,5,947000,Part-Time,3.2,1
1213,Google,Data Analyst,f,19,Munich,hybrid,5,798000,Full Time,4.1,0
1214,Uber,Front End Developer,m,44,California,remote,3,895000,Full Time,4.5,0
1215,Google,Python Developer,f,24,Munich,onsite,2,412000,Part-Time,5.0,0
1216,Apple,Data Analyst,f,19,Bombay,hybrid,2,307000,Part-Time,3.8,0
1217,Amazon,IOS Developer,other,20,New York,remote,4,859000,Full Time,3.7,0
1218,Apple,Android Developer,other,31,Bombay,hybrid,5,23000,Intern,2.8,1
1219,Cognizant,Data Analyst,other,40,Sydney,remote,1,754000,Intern,2.2,0
1220,Google,Software Development Engineer,m,51,New York,onsite,3,116000,Part-Time,4.6,1
1221,Apple,Software Development Engineer,f,36,Sydney,hybrid,3,753000,Full Time,3.1,0
1222,Google,Python Developer,f,45,London,onsite,3,814000,Part-Time,0.5,1
1223,Amazon,IOS Developer,f,35,Dubai,hybrid,3,122000,Intern,4.6,1
1224,Infosys,Python Developer,m,45,London,onsite,1,94000,Full Time,0.3,0
1225,Wipro,Full Stack Developer,m,51,Tokyo,onsite,5,472000,Part-Time,2.5,1
1226,Wipro,Research Engineer,m,45,Dubai,hybrid,3,772000,Full Time,0.5,1
1227,Microsoft,Research Engineer,f,35,Moscow,remote,4,715000,Part-Time,3.1,1
1228,Apple,Software Development Engineer,f,34,Munich,remote,3,273000,Part-Time,4.8,0
1229,Apple,Data Analyst,other,48,Bombay,remote,3,974000,Full Time,0.6,0
1230,Microsoft,Software Development Engineer,m,25,New York,remote,2,995000,Part-Time,1.0,1
1231,Microsoft,Software Development Engineer,other,24,Bombay,hybrid,5,218000,Full Time,4.4,0
1232,Cognizant,IOS Developer,m,28,Manchester,hybrid,1,931000,Part-Time,3.2,0
1233,Uber,IOS Developer,f,20,London,remote,1,280000,Full Time,1.0,1
1234,Uber,Full Stack Developer,m,46,Manchester,hybrid,2,275000,Full Time,1.1,0
1235,Mastercard,Full Stack Developer,f,21,London,onsite,2,56000,Full Time,3.0,0
1236,Apple,IOS Developer,f,28,Manchester,hybrid,2,470000,Part-Time,1.2,1
1237,Apple,Test Engineer,other,41,Munich,onsite,3,837000,Full Time,1.2,1
1238,Mastercard,Back End Developer,m,32,Sydney,hybrid,4,517000,Part-Time,0.3,0
1239,IBM,IOS Developer,other,19,Manchester,hybrid,2,705000,Full Time,4.0,1
1240,Apple,Research Engineer,f,52,California,onsite,5,723000,Full Time,0.5,1
1241,Infosys,Full Stack Developer,other,21,Manchester,onsite,4,4000,Intern,0.4,1
1242,Apple,Full Stack Developer,other,27,Bombay,remote,3,99000,Full Time,1.0,1
1243,Google,Software Development Engineer,f,47,Tokyo,hybrid,1,978000,Intern,1.6,0
1244,Uber,Front End Developer,other,26,Munich,onsite,4,550000,Full Time,1.3,1
1245,Microsoft,Front End Developer,f,38,California,onsite,5,853000,Intern,0.8,0
1246,Wipro,IOS Developer,m,35,New York,remote,2,800000,Intern,4.5,1
1247,Apple,Full Stack Developer,f,36,Sydney,hybrid,5,137000,Full Time,0.0,0
1248,Apple,Full Stack Developer,f,20,Bombay,hybrid,4,339000,Intern,3.1,1
1249,Amazon,Data Analyst,f,54,California,remote,3,90000,Intern,3.8,1
1250,Wipro,Full Stack Developer,other,36,Dubai,hybrid,3,21000,Intern,0.9,0
1251,Google,Android Developer,f,34,Dubai,onsite,3,765000,Intern,1.7,1
1252,Apple,IOS Developer,other,18,Dubai,hybrid,3,816000,Full Time,4.2,0
1253,Cognizant,Back End Developer,m,54,Bombay,hybrid,4,335000,Full Time,2.6,0
1254,Infosys,Full Stack Developer,f,53,Manchester,remote,1,825000,Full Time,4.0,1
1255,Mastercard,Research Engineer,f,28,Munich,remote,2,460000,Full Time,3.8,1
1256,Infosys,Full Stack Developer,f,38,Bombay,remote,3,550000,Part-Time,3.9,0
1257,Apple,Python Developer,f,33,Sydney,hybrid,4,11000,Part-Time,1.7,1
1258,IBM,IOS Developer,other,34,Munich,hybrid,4,306000,Full Time,1.7,0
1259,Infosys,Android Developer,m,37,Moscow,remote,4,651000,Full Time,0.7,0
1260,Uber,Front End Developer,f,43,Bombay,remote,4,367000,Full Time,1.5,0
1261,Wipro,Python Developer,f,54,Sydney,onsite,4,361000,Part-Time,2.3,1
1262,Cognizant,IOS Developer,other,55,Munich,hybrid,4,165000,Part-Time,4.2,1
1263,Google,Android Developer,m,23,California,remote,5,794000,Part-Time,0.2,0
1264,Mastercard,Research Engineer,other,36,Moscow,onsite,2,215000,Intern,4.0,0
1265,Uber,Full Stack Developer,f,39,California,hybrid,2,922000,Full Time,4.7,1
1266,IBM,Software Development Engineer,f,34,Manchester,remote,2,406000,Intern,0.1,1
1267,Apple,Front End Developer,m,48,Sydney,onsite,3,150000,Part-Time,1.7,1
1268,Mastercard,Software Development Engineer,m,20,Moscow,onsite,3,678000,Part-Time,2.6,1
1269,Google,Test Engineer,m,25,Manchester,hybrid,2,2000,Intern,1.1,1
1270,Amazon,Back End Developer,f,53,Manchester,hybrid,2,723000,Part-Time,1.6,1
1271,Apple,Android Developer,f,23,Moscow,remote,2,626000,Full Time,4.0,1
1272,IBM,Data Analyst,m,46,New York,hybrid,4,385000,Full Time,0.9,0
1273,Cognizant,Front End Developer,other,28,Manchester,remote,2,222000,Part-Time,2.7,1
1274,Microsoft,Python Developer,other,31,New York,hybrid,2,903000,Part-Time,0.7,0
1275,Amazon,IOS Developer,f,37,California,hybrid,4,765000,Full Time,0.3,0
1276,Google,Front End Developer,f,25,Bombay,remote,4,878000,Part-Time,3.4,1
1277,Amazon,Front End Developer,other,20,Tokyo,hybrid,4,234000,Intern,3.4,0
1278,Mastercard,IOS Developer,m,32,California,onsite,1,296000,Full Time,2.6,1
1279,Apple,Front End Developer,m,33,Sydney,hybrid,4,914000,Full Time,4.3,0
1280,Mastercard,Research Engineer,m,37,Tokyo,hybrid,4,908000,Full Time,3.4,1
1281,Google,Software Development Engineer,m,30,Moscow,onsite,4,642000,Full Time,3.2,1
1282,Cognizant,Back End Developer,f,49,Sydney,remote,4,405000,Full Time,2.2,1
1283,Cognizant,Test Engineer,f,24,New York,remote,5,809000,Full Time,3.7,0
1284,Amazon,Research Engineer,m,51,Tokyo,remote,3,562000,Full Time,3.1,1
1285,Uber,Software Development Engineer,f,43,Manchester,hybrid,1,537000,Full Time,4.2,1
1286,Microsoft,Full Stack Developer,other,24,Bombay,onsite,5,495000,Full Time,4.9,0
1287,Google,Python Developer,m,51,New York,remote,5,499000,Full Time,2.8,1
1288,Cognizant,IOS Developer,f,19,Tokyo,remote,4,363000,Full Time,1.1,1
1289,Apple,Software Development Engineer,m,33,Sydney,onsite,4,753000,Full Time,3.5,0
1290,Wipro,Front End Developer,other,46,Dubai,hybrid,1,181000,Part-Time,3.5,1
1291,Amazon,Front End Developer,f,39,New York,remote,1,366000,Part-Time,4.6,0
1292,Amazon,Android Developer,f,22,Manchester,onsite,4,352000,Full Time,2.3,1
1293,Microsoft,Front End Developer,other,24,California,remote,1,211000,Full Time,0.2,0
1294,Infosys,Test Engineer,f,27,New York,hybrid,2,790000,Part-Time,4.0,1
1295,IBM,Research Engineer,f,25,Moscow,onsite,2,977000,Full Time,3.9,1
1296,Uber,IOS Developer,f,34,Moscow,remote,2,103000,Part-Time,4.7,0
1297,IBM,Software Development Engineer,other,27,New York,hybrid,2,150000,Part-Time,2.5,0
1298,Uber,Software Development Engineer,m,49,Moscow,remote,1,78000,Part-Time,3.6,1
1299,Infosys,Software Development Engineer,other,47,Dubai,onsite,4,925000,Full Time,0.2,1
1300,Wipro,Research Engineer,m,41,New York,remote,5,125000,Intern,0.2,1
1301,Google,Android Developer,m,31,New York,remote,1,257000,Full Time,4.3,0
1302,Infosys,Front End Developer,other,25,Munich,onsite,3,698000,Full Time,0.1,0
1303,Google,Python Developer,other,30,New York,remote,5,14000,Intern,3.3,0
1304,Wipro,Data Analyst,other,46,Dubai,remote,1,842000,Full Time,3.3,1
1305,Apple,Back End Developer,f,49,Dubai,remote,4,538000,Part-Time,2.6,0
1306,Amazon,Android Developer,other,55,New York,remote,1,910000,Full Time,4.8,0
1307,Microsoft,Back End Developer,m,55,Munich,onsite,2,704000,Full Time,3.6,1
1308,Wipro,Android Developer,other,47,Tokyo,remote,4,615000,Full Time,1.7,1
1309,Microsoft,Python Developer,f,20,Sydney,onsite,4,82000,Intern,1.9,0
1310,Mastercard,Test Engineer,other,30,Sydney,remote,2,369000,Intern,4.4,0
1311,Google,Test Engineer,other,30,Munich,onsite,4,143000,Part-Time,4.0,0
1312,Wipro,Research Engineer,f,26,London,remote,3,541000,Intern,0.8,1
1313,Infosys,Android Developer,f,28,Moscow,remote,4,922000,Part-Time,1.0,1
1314,Mastercard,Front End Developer,other,23,Tokyo,hybrid,4,655000,Full Time,3.4,1
1315,Google,Front End Developer,m,32,Sydney,remote,5,797000,Full Time,3.9,0
1316,Wipro,Software Development Engineer,f,22,Moscow,hybrid,1,727000,Intern,2.6,1
1317,Microsoft,Android Developer,m,53,Dubai,onsite,5,106000,Full Time,2.5,0
1318,Cognizant,Data Analyst,m,25,London,onsite,5,375000,Full Time,4.6,1
1319,Google,Front End Developer,f,45,California,remote,2,118000,Intern,3.5,0
1320,Amazon,Data Analyst,f,53,Moscow,hybrid,3,464000,Full Time,0.4,1
1321,Google,Full Stack Developer,m,21,California,hybrid,1,484000,Full Time,1.1,0
1322,Uber,IOS Developer,f,38,Sydney,hybrid,3,351000,Part-Time,0.7,0
1323,Cognizant,Front End Developer,other,18,Bombay,hybrid,2,623000,Full Time,0.4,1
1324,Apple,Full Stack Developer,m,22,Tokyo,onsite,3,788000,Full Time,4.3,1
1325,IBM,Front End Developer,f,51,California,hybrid,2,634000,Intern,3.1,0
1326,Mastercard,Software Development Engineer,f,44,Sydney,onsite,5,411000,Part-Time,2.3,1
1327,Mastercard,Software Development Engineer,other,50,Tokyo,onsite,2,801000,Intern,0.2,1
1328,Wipro,Front End Developer,other,29,Tokyo,hybrid,2,404000,Part-Time,3.3,0
1329,Infosys,Android Developer,m,48,Dubai,onsite,4,141000,Part-Time,1.7,1
1330,Google,Research Engineer,other,31,Munich,remote,4,733000,Part-Time,0.6,1
1331,Uber,Android Developer,m,38,Munich,hybrid,2,464000,Intern,4.0,0
1332,IBM,Test Engineer,f,49,Manchester,remote,3,132000,Full Time,2.2,1
1333,IBM,Full Stack Developer,other,52,Moscow,remote,3,429000,Part-Time,0.0,0
1334,IBM,Front End Developer,f,29,Bombay,hybrid,3,928000,Full Time,4.9,1
1335,Cognizant,Data Analyst,f,31,Dubai,onsite,2,65000,Full Time,3.5,1
1336,Infosys,Front End Developer,m,32,London,hybrid,5,301000,Full Time,2.0,0
1337,Cognizant,Data Analyst,f,28,New York,onsite,5,735000,Part-Time,0.8,1
1338,Apple,Full Stack Developer,f,40,New York,onsite,3,531000,Full Time,2.8,1
1339,Apple,Research Engineer,m,55,Munich,remote,4,748000,Intern,2.4,0
1340,IBM,Full Stack Developer,m,39,Manchester,hybrid,4,93000,Full Time,4.0,1
1341,Wipro,Python Developer,other,40,Munich,onsite,4,837000,Intern,4.8,0
1342,Cognizant,Test Engineer,other,44,Sydney,hybrid,4,643000,Full Time,1.9,0
1343,Microsoft,Android Developer,f,28,Manchester,remote,2,211000,Full Time,1.6,1
1344,Amazon,Software Development Engineer,m,36,Tokyo,remote,5,889000,Part-Time,1.5,0
1345,Mastercard,Data Analyst,other,28,Sydney,remote,3,936000,Full Time,4.0,1
1346,Cognizant,Software Development Engineer,other,35,Manchester,remote,2,709000,Full Time,1.4,0
1347,Google,IOS Developer,f,25,New York,hybrid,5,285000,Part-Time,3.6,0
1348,Infosys,Back End Developer,other,47,Dubai,remote,5,909000,Part-Time,3.6,1
1349,Cognizant,Data Analyst,m,49,Bombay,remote,1,686000,Intern,3.7,0
1350,Infosys,Test Engineer,f,48,Tokyo,onsite,3,287000,Intern,1.8,1
1351,IBM,Data Analyst,other,54,Sydney,remote,4,833000,Part-Time,0.2,0
1352,IBM,Test Engineer,f,49,Manchester,hybrid,4,147000,Part-Time,1.0,0
1353,Infosys,Research Engineer,m,35,Dubai,onsite,5,168000,Full Time,2.5,0
1354,Google,Software Development Engineer,other,29,Bombay,hybrid,4,161000,Full Time,0.9,0
1355,Cognizant,Python Developer,f,24,Dubai,hybrid,3,310000,Part-Time,0.8,0
1356,Wipro,Data Analyst,m,23,Moscow,remote,2,225000,Full Time,0.9,0
1357,Infosys,Data Analyst,other,32,Dubai,onsite,3,680000,Part-Time,4.8,1
1358,Cognizant,Python Developer,m,43,London,hybrid,3,450000,Intern,0.9,1
1359,Apple,Full Stack Developer,other,29,California,hybrid,4,199000,Intern,0.8,1
1360,Google,Test Engineer,other,38,Bombay,remote,5,607000,Part-Time,3.8,0
1361,Apple,Python Developer,m,48,Moscow,hybrid,2,596000,Part-Time,0.4,1
1362,Uber,Full Stack Developer,other,48,Tokyo,remote,1,510000,Full Time,3.4,0
1363,Apple,Python Developer,other,43,New York,hybrid,4,287000,Full Time,2.4,0
1364,Amazon,Android Developer,other,31,London,onsite,4,495000,Full Time,0.6,0
1365,Wipro,Software Development Engineer,f,31,Sydney,hybrid,5,772000,Full Time,4.4,0
1366,Google,Research Engineer,other,35,Bombay,remote,3,796000,Part-Time,1.3,1
1367,Amazon,Android Developer,other,19,Munich,hybrid,2,5000,Intern,0.2,1
1368,Cognizant,Back End Developer,m,55,California,remote,3,446000,Part-Time,1.9,1
1369,Apple,Full Stack Developer,m,28,London,remote,4,950000,Full Time,0.6,0
1370,IBM,Front End Developer,f,37,Moscow,hybrid,1,834000,Part-Time,3.1,0
1371,IBM,Full Stack Developer,other,44,Sydney,onsite,3,280000,Full Time,3.5,0
1372,IBM,Front End Developer,other,40,Moscow,remote,1,358000,Full Time,5.0,0
1373,Microsoft,Front End Developer,f,21,Sydney,hybrid,2,390000,Full Time,3.7,1
1374,Amazon,Research Engineer,f,46,Dubai,remote,5,277000,Full Time,2.0,0
1375,Wipro,Full Stack Developer,other,39,California,onsite,5,841000,Full Time,0.3,0
1376,Uber,Test Engineer,other,32,Moscow,remote,4,997000,Full Time,3.5,0
1377,Mastercard,Test Engineer,m,48,Bombay,onsite,5,567000,Intern,0.9,0
1378,Amazon,Android Developer,other,52,New York,onsite,3,796000,Full Time,4.6,0
1379,Google,Python Developer,f,19,Munich,hybrid,5,704000,Full Time,4.8,0
1380,Microsoft,Android Developer,f,45,Munich,remote,2,533000,Full Time,1.7,1
1381,Microsoft,Back End Developer,other,52,Dubai,onsite,5,797000,Full Time,3.7,0
1382,Mastercard,Full Stack Developer,other,40,London,hybrid,5,989000,Part-Time,3.2,0
1383,Apple,Python Developer,other,24,California,hybrid,5,33000,Part-Time,0.5,1
1384,Cognizant,Full Stack Developer,f,21,New York,remote,2,914000,Full Time,3.1,1
1385,Uber,Back End Developer,other,35,Moscow,onsite,4,779000,Full Time,1.0,1
1386,Microsoft,Software Development Engineer,f,45,Bombay,remote,1,127000,Intern,3.0,1
1387,Wipro,Software Development Engineer,other,20,Moscow,hybrid,5,750000,Full Time,4.0,0
1388,Microsoft,Software Development Engineer,f,37,California,remote,5,859000,Part-Time,0.4,0
1389,Apple,Full Stack Developer,m,46,Sydney,hybrid,3,814000,Full Time,1.3,0
1390,Cognizant,Python Developer,f,39,Munich,remote,1,463000,Part-Time,3.5,0
1391,IBM,Python Developer,other,38,California,hybrid,5,491000,Full Time,4.4,1
1392,Mastercard,Front End Developer,other,43,Sydney,remote,2,510000,Full Time,0.8,0
1393,Uber,Full Stack Developer,other,35,Munich,onsite,3,456000,Part-Time,0.5,0
1394,IBM,Back End Developer,other,44,Manchester,onsite,3,912000,Full Time,4.4,0
1395,Amazon,Python Developer,other,41,Dubai,onsite,3,706000,Part-Time,1.7,1
1396,Mastercard,Full Stack Developer,other,49,Bombay,hybrid,3,779000,Part-Time,4.0,1
1397,Mastercard,Data Analyst,other,33,Moscow,hybrid,4,58000,Part-Time,3.8,1
1398,Amazon,Front End Developer,m,40,Bombay,hybrid,2,568000,Part-Time,1.8,0
1399,IBM,Research Engineer,m,43,Manchester,remote,5,775000,Full Time,3.4,1
1400,Microsoft,Front End Developer,f,42,California,remote,2,885000,Part-Time,3.3,1
1401,Infosys,Research Engineer,f,43,Munich,hybrid,5,323000,Full Time,4.1,1
1402,Apple,Data Analyst,other,26,Tokyo,remote,5,996000,Full Time,0.9,0
1403,Cognizant,IOS Developer,f,21,Dubai,remote,3,442000,Part-Time,4.1,1
1404,Microsoft,Android Developer,m,22,Bombay,onsite,1,1000,Intern,0.7,0
1405,Uber,IOS Developer,f,37,Dubai,remote,1,52000,Intern,0.3,1
1406,Infosys,Software Development Engineer,m,31,Moscow,onsite,1,464000,Full Time,0.3,0
1407,Amazon,Test Engineer,m,45,Sydney,remote,2,432000,Part-Time,1.9,0
1408,Mastercard,Software Development Engineer,f,36,Moscow,onsite,4,445000,Full Time,2.7,0
1409,Mastercard,Test Engineer,m,39,Dubai,onsite,5,76000,Full Time,1.5,0
1410,Uber,Data Analyst,f,30,Munich,onsite,5,577000,Full Time,0.2,0
1411,Infosys,Data Analyst,m,33,Dubai,onsite,4,584000,Full Time,0.9,1
1412,Wipro,Software Development Engineer,other,25,Moscow,remote,5,637000,Part-Time,0.5,0
1413,Google,Test Engineer,f,53,Dubai,onsite,4,86000,Intern,4.4,0
1414,Microsoft,Data Analyst,f,48,Manchester,remote,5,57000,Intern,4.8,0
1415,Infosys,Test Engineer,other,50,Bombay,remote,3,123000,Full Time,0.8,1
1416,IBM,IOS Developer,f,53,California,remote,3,626000,Full Time,2.4,1
1417,Amazon,Android Developer,other,51,New York,hybrid,4,105000,Part-Time,2.4,0
1418,Microsoft,Data Analyst,m,52,Bombay,hybrid,3,493000,Full Time,1.2,1
1419,Infosys,IOS Developer,f,44,Manchester,hybrid,4,173000,Full Time,2.8,0
1420,Amazon,Full Stack Developer,m,46,Dubai,hybrid,5,49000,Full Time,3.4,0
1421,IBM,Software Development Engineer,f,24,New York,onsite,5,164000,Full Time,1.2,1
1422,Infosys,Software Development Engineer,other,39,New York,remote,5,681000,Part-Time,1.8,0
1423,Infosys,Research Engineer,f,23,Dubai,remote,2,550000,Part-Time,1.4,1
1424,Amazon,Test Engineer,f,44,California,hybrid,1,908000,Full Time,1.2,1
1425,Mastercard,Android Developer,other,54,Moscow,remote,4,829000,Intern,0.3,0
1426,Apple,Back End Developer,other,29,Sydney,hybrid,4,349000,Intern,4.6,1
1427,Infosys,Back End Developer,m,36,California,remote,2,259000,Full Time,2.6,1
1428,Apple,Back End Developer,f,42,Moscow,hybrid,3,864000,Part-Time,2.7,1
1429,Mastercard,Android Developer,m,52,Bombay,hybrid,3,694000,Full Time,3.4,1
1430,Microsoft,Python Developer,m,37,Tokyo,remote,2,228000,Full Time,3.9,1
1431,Amazon,Android Developer,other,23,London,onsite,1,967000,Intern,3.4,0
1432,Mastercard,Python Developer,m,46,Sydney,onsite,4,138000,Part-Time,1.2,0
1433,Uber,Data Analyst,f,50,Manchester,remote,2,739000,Part-Time,2.8,1
1434,Google,Android Developer,other,21,New York,hybrid,3,179000,Full Time,2.3,1
1435,Cognizant,Python Developer,m,52,Moscow,remote,4,454000,Full Time,2.3,0
1436,IBM,Test Engineer,m,28,New York,remote,4,158000,Full Time,0.4,1
1437,Uber,Research Engineer,m,31,New York,hybrid,4,93000,Part-Time,3.6,0
1438,Uber,Software Development Engineer,other,51,London,remote,4,643000,Intern,0.7,1
1439,Cognizant,Test Engineer,m,47,New York,remote,1,706000,Intern,4.3,1
1440,Wipro,Software Development Engineer,f,30,Sydney,onsite,4,655000,Part-Time,4.9,1
1441,Uber,Python Developer,other,33,California,onsite,3,917000,Full Time,3.9,0
1442,Cognizant,Research Engineer,f,43,Dubai,onsite,5,242000,Full Time,3.8,1
1443,Cognizant,Python Developer,other,47,California,remote,3,349000,Full Time,2.2,0
1444,Mastercard,Research Engineer,m,40,New York,onsite,1,763000,Full Time,4.8,1
1445,Microsoft,Python Developer,other,24,Bombay,hybrid,4,61000,Intern,1.3,0
1446,Amazon,IOS Developer,f,38,Munich,hybrid,3,833000,Intern,5.0,0
1447,Uber,Data Analyst,f,22,Moscow,hybrid,5,758000,Full Time,2.5,1
1448,Google,Python Developer,other,33,London,hybrid,1,780000,Part-Time,4.1,0
1449,Infosys,Back End Developer,m,46,Sydney,hybrid,3,30000,Part-Time,0.4,1
1450,Uber,Front End Developer,f,54,London,hybrid,2,443000,Full Time,2.1,0
1451,Infosys,IOS Developer,other,27,Munich,remote,4,253000,Full Time,4.2,1
1452,Wipro,Back End Developer,f,22,London,hybrid,3,910000,Full Time,1.1,0
1453,Google,Python Developer,f,26,New York,remote,3,434000,Full Time,3.1,0
1454,Wipro,Software Development Engineer,other,45,Moscow,hybrid,5,78000,Full Time,5.0,1
1455,Uber,Back End Developer,other,49,Tokyo,hybrid,1,491000,Full Time,1.9,0
1456,Mastercard,Data Analyst,f,34,Manchester,onsite,3,842000,Full Time,1.0,0
1457,Amazon,Back End Developer,f,54,Munich,hybrid,4,491000,Full Time,1.8,1
1458,Wipro,Back End Developer,other,53,Munich,hybrid,1,435000,Full Time,0.3,0
1459,Wipro,Android Developer,m,28,California,hybrid,1,806000,Full Time,4.4,0
